,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Ctu_MSK207,Ccu_c8Ua_181,82.20,[78.3 - 85.5%],0.1213,93.01,34.70,[32.3 - 37.2%],0.1194,0.6,70.00,[66.6 - 73.3%],0.2263,74.09,1.52
Ctu_MSK207,Ccu_CTNIH19,85.90,[82.3 - 88.9%],0.1024,95.49,34.60,[32.2 - 37.1%],0.1198,0.58,72.90,[69.4 - 76.1%],0.2099,83.52,1.41
Ctu_MSK207,Cha_CTNIH20,86.00,[82.4 - 89%],0.1020,95.53,37.20,[34.7 - 39.7%],0.1094,1.28,74.60,[71.1 - 77.8%],0.2002,87.68,1.48
Ctu_MSK207,Cha_CTNIH21,84.60,[80.8 - 87.7%],0.1093,94.7,37.30,[34.9 - 39.8%],0.1089,1.33,73.50,[70 - 76.7%],0.2063,85.17,1.56
Ctu_MSK207,Cha_CTNIH22,82.10,[78.2 - 85.4%],0.1220,92.89,37.00,[34.5 - 39.5%],0.1103,1.2,71.30,[67.9 - 74.6%],0.2188,78.76,1.56
Ctu_MSK207,Cha_CTNIH23,85.00,[81.3 - 88.1%],0.1069,94.98,37.60,[35.1 - 40.1%],0.1079,1.44,74.00,[70.6 - 77.2%],0.2033,86.47,1.46
Ctu_MSK207,Cke_CTNIH24,86.40,[82.8 - 89.3%],0.1000,95.73,35.30,[32.9 - 37.8%],0.1169,0.73,73.70,[70.2 - 76.9%],0.2052,85.66,1.62
Ctu_MSK207,Cke_CTNIH27,82.00,[78.2 - 85.4%],0.1221,92.88,35.30,[32.8 - 37.8%],0.1171,0.72,70.30,[66.8 - 73.5%],0.2249,75.01,1.72
Ctu_MSK207,Cke_EYE_437,84.70,[81 - 87.9%],0.1085,94.8,35.70,[33.3 - 38.2%],0.1152,0.83,72.70,[69.2 - 75.9%],0.2111,82.93,1.32
Ctu_MSK207,Cke_FDAARGOS_1055,84.80,[81 - 87.9%],0.1083,94.82,35.50,[33.1 - 38.1%],0.1159,0.78,72.60,[69.1 - 75.8%],0.2117,82.66,1.56
Ctu_MSK207,Cke_LK1134,87.70,[84.2 - 90.5%],0.0930,96.38,35.80,[33.3 - 38.3%],0.1150,0.84,75.10,[71.6 - 78.3%],0.1974,88.72,1.36
Ctu_MSK207,Cke_YSMAA5_1_D11,83.20,[79.4 - 86.5%],0.1161,93.79,35.60,[33.1 - 38.1%],0.1157,0.79,71.40,[67.9 - 74.6%],0.2184,78.99,1.56
Ctu_MSK207,Cmq_c19Ua_121,87.40,[83.9 - 90.3%],0.0947,96.24,55.80,[53 - 58.5%],0.0594,37.71,83.60,[80.4 - 86.5%],0.1484,97.76,0.53
Ctu_MSK207,Cmq_KPL4083,89.70,[86.5 - 92.3%],0.0823,97.19,53.10,[50.4 - 55.8%],0.0647,28.64,84.80,[81.6 - 87.5%],0.1417,98.22,0.51
Ctu_MSK207,Cmq_MSK144,91.50,[88.5 - 93.8%],0.0724,97.79,54.80,[52 - 57.4%],0.0614,34.11,86.80,[83.8 - 89.4%],0.1294,98.84,0.43
Ctu_MSK207,Cna_KPL2825,84.00,[80.2 - 87.1%],0.1124,94.3,35.20,[32.7 - 37.7%],0.1174,0.7,71.70,[68.2 - 74.9%],0.2166,80.04,1.43
