,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cha_CTNIH22,Ccu_c8Ua_181,78.30,[74.3 - 81.8%],0.1408,89.19,51.70,[49 - 54.3%],0.0679,23.99,74.80,[71.3 - 78%],0.1991,88.1,0.04
Cha_CTNIH22,Ccu_CTNIH19,81.10,[77.2 - 84.5%],0.1267,92.1,51.90,[49.2 - 54.5%],0.0674,24.64,77.20,[73.7 - 80.3%],0.1856,92.24,0.15
Cha_CTNIH22,Cha_CTNIH20,90.20,[87 - 92.7%],0.0798,97.36,78.60,[75.6 - 81.3%],0.0250,89.44,91.00,[88.4 - 93.1%],0.1028,99.54,0.08
Cha_CTNIH22,Cha_CTNIH21,89.90,[86.6 - 92.4%],0.0816,97.24,78.10,[75.2 - 80.9%],0.0256,89.03,90.70,[88 - 92.8%],0.1051,99.5,0.00
Cha_CTNIH22,Cha_CTNIH22,100.00,[100 - 100%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0000,99.99,0.00
Cha_CTNIH22,Cha_CTNIH23,88.10,[84.6 - 90.9%],0.0910,96.55,76.80,[73.8 - 79.6%],0.0272,87.77,89.00,[86.2 - 91.4%],0.1157,99.28,0.10
Cha_CTNIH22,Cke_CTNIH24,77.80,[73.8 - 81.3%],0.1436,88.52,32.80,[30.4 - 35.3%],0.1280,0.31,65.50,[62.1 - 68.7%],0.2532,52.73,0.07
Cha_CTNIH22,Cke_CTNIH27,76.00,[72 - 79.6%],0.1526,86.06,33.10,[30.6 - 35.6%],0.1268,0.34,64.40,[61 - 67.6%],0.2600,46.74,0.16
Cha_CTNIH22,Cke_EYE_437,76.40,[72.4 - 80%],0.1504,86.68,33.00,[30.6 - 35.5%],0.1271,0.33,64.60,[61.3 - 67.8%],0.2584,48.11,0.24
Cha_CTNIH22,Cke_FDAARGOS_1055,77.30,[73.4 - 80.9%],0.1457,87.98,33.20,[30.8 - 35.7%],0.1262,0.36,65.40,[62.1 - 68.7%],0.2535,52.46,0.00
Cha_CTNIH22,Cke_LK1134,78.60,[74.7 - 82.1%],0.1391,89.58,33.10,[30.7 - 35.6%],0.1266,0.35,66.30,[62.9 - 69.6%],0.2481,57.11,0.20
Cha_CTNIH22,Cke_YSMAA5_1_D11,77.90,[73.9 - 81.4%],0.1429,88.68,33.10,[30.7 - 35.6%],0.1265,0.35,65.80,[62.4 - 69%],0.2513,54.35,0.00
Cha_CTNIH22,Cmq_c19Ua_121,81.90,[78 - 85.2%],0.1229,92.74,37.80,[35.3 - 40.3%],0.1071,1.52,71.70,[68.2 - 74.9%],0.2169,79.87,1.03
Cha_CTNIH22,Cmq_KPL4083,82.10,[78.2 - 85.4%],0.1219,92.91,38.30,[35.8 - 40.8%],0.1054,1.73,72.10,[68.6 - 75.3%],0.2145,81.19,1.04
Cha_CTNIH22,Cmq_MSK144,81.50,[77.6 - 84.9%],0.1246,92.46,37.90,[35.5 - 40.5%],0.1067,1.58,71.50,[68 - 74.7%],0.2180,79.25,1.12
Cha_CTNIH22,Cna_KPL2825,78.40,[74.5 - 81.9%],0.1402,89.32,33.20,[30.8 - 35.7%],0.1260,0.36,66.30,[62.9 - 69.5%],0.2485,56.74,0.12
Cha_CTNIH22,Cna_KPL3649,77.60,[73.6 - 81.1%],0.1444,88.29,33.00,[30.6 - 35.5%],0.1271,0.33,65.50,[62.1 - 68.7%],0.2532,52.73,0.05
Cha_CTNIH22,Cna_KPL3804,78.80,[74.9 - 82.3%],0.1382,89.78,33.00,[30.6 - 35.6%],0.1268,0.34,66.40,[63 - 69.7%],0.2475,57.63,0.04
Cha_CTNIH22,Cna_KPL4035,76.80,[72.8 - 80.3%],0.1486,87.21,32.80,[30.3 - 35.3%],0.1282,0.31,64.70,[61.4 - 68%],0.2577,48.76,0.04
Cha_CTNIH22,Cna_KPL4072,78.00,[74.1 - 81.5%],0.1422,88.84,32.90,[30.5 - 35.4%],0.1274,0.33,65.80,[62.4 - 69%],0.2515,54.16,0.01
Cha_CTNIH22,Cna_MSK071,76.60,[72.7 - 80.2%],0.1493,87.02,33.00,[30.5 - 35.5%],0.1272,0.33,64.80,[61.4 - 68%],0.2575,48.93,0.05
