,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Ctu_DSM_44922,Ccu_c8Ua_181,74.50,[70.5 - 78.1%],0.1602,83.68,34.50,[32 - 37%],0.1205,0.55,64.10,[60.8 - 67.4%],0.2614,45.56,1.25
Ctu_DSM_44922,Ccu_CTNIH19,77.50,[73.5 - 81%],0.1451,88.13,34.40,[32 - 36.9%],0.1207,0.54,66.30,[62.9 - 69.5%],0.2482,57.01,1.14
Ctu_DSM_44922,Cha_CTNIH20,81.40,[77.5 - 84.8%],0.1253,92.34,37.00,[34.6 - 39.6%],0.1100,1.23,70.90,[67.4 - 74.1%],0.2215,77.15,1.21
Ctu_DSM_44922,Cha_CTNIH21,79.80,[75.8 - 83.2%],0.1334,90.82,37.00,[34.5 - 39.5%],0.1102,1.2,69.60,[66.1 - 72.8%],0.2289,72.26,1.29
Ctu_DSM_44922,Cha_CTNIH22,77.90,[74 - 81.5%],0.1426,88.74,37.10,[34.6 - 39.6%],0.1099,1.23,68.20,[64.8 - 71.5%],0.2369,66.36,1.29
Ctu_DSM_44922,Cha_CTNIH23,81.50,[77.6 - 84.9%],0.1248,92.44,37.30,[34.9 - 39.8%],0.1090,1.32,71.10,[67.6 - 74.3%],0.2202,77.97,1.19
Ctu_DSM_44922,Cke_CTNIH24,83.20,[79.4 - 86.4%],0.1163,93.76,36.10,[33.6 - 38.6%],0.1138,0.92,71.70,[68.2 - 74.9%],0.2169,79.89,1.36
Ctu_DSM_44922,Cke_CTNIH27,79.20,[75.3 - 82.7%],0.1363,90.21,35.90,[33.5 - 38.5%],0.1143,0.88,68.50,[65.1 - 71.8%],0.2350,67.79,1.45
Ctu_DSM_44922,Cke_EYE_437,82.50,[78.6 - 85.8%],0.1198,93.24,36.70,[34.2 - 39.2%],0.1115,1.09,71.50,[68 - 74.7%],0.2180,79.26,1.05
Ctu_DSM_44922,Cke_FDAARGOS_1055,80.90,[76.9 - 84.2%],0.1280,91.86,36.30,[33.8 - 38.8%],0.1130,0.98,70.00,[66.5 - 73.2%],0.2265,73.91,1.29
Ctu_DSM_44922,Cke_LK1134,82.50,[78.6 - 85.8%],0.1199,93.24,36.40,[33.9 - 38.9%],0.1126,1.01,71.30,[67.8 - 74.5%],0.2190,78.68,1.09
Ctu_DSM_44922,Cke_YSMAA5_1_D11,79.30,[75.3 - 82.8%],0.1358,90.31,36.40,[34 - 38.9%],0.1124,1.02,68.90,[65.5 - 72.1%],0.2330,69.33,1.29
Ctu_DSM_44922,Cmq_c19Ua_121,82.80,[79 - 86.1%],0.1181,93.5,55.60,[52.8 - 58.3%],0.0598,36.95,79.80,[76.3 - 82.8%],0.1708,95.21,0.26
Ctu_DSM_44922,Cmq_KPL4083,85.90,[82.2 - 88.9%],0.1028,95.45,53.70,[51 - 56.4%],0.0634,30.69,81.70,[78.3 - 84.6%],0.1597,96.71,0.25
Ctu_DSM_44922,Cmq_MSK144,85.50,[81.8 - 88.5%],0.1047,95.23,55.10,[52.4 - 57.9%],0.0606,35.49,81.80,[78.5 - 84.7%],0.1590,96.79,0.17
Ctu_DSM_44922,Cna_KPL2825,79.50,[75.6 - 83%],0.1347,90.54,36.10,[33.6 - 38.6%],0.1138,0.92,68.90,[65.4 - 72.1%],0.2332,69.19,1.16
Ctu_DSM_44922,Cna_KPL3649,81.20,[77.3 - 84.6%],0.1262,92.19,36.30,[33.9 - 38.8%],0.1129,0.99,70.30,[66.8 - 73.5%],0.2248,75.06,1.24
Ctu_DSM_44922,Cna_KPL3804,79.90,[75.9 - 83.3%],0.1331,90.88,36.30,[33.8 - 38.8%],0.1130,0.97,69.20,[65.8 - 72.4%],0.2311,70.72,1.24
Ctu_DSM_44922,Cna_KPL4035,78.90,[74.9 - 82.3%],0.1381,89.82,36.20,[33.7 - 38.7%],0.1135,0.94,68.40,[65 - 71.6%],0.2359,67.15,1.33
Ctu_DSM_44922,Cna_KPL4072,79.80,[75.8 - 83.2%],0.1335,90.79,35.90,[33.4 - 38.4%],0.1147,0.86,68.90,[65.5 - 72.1%],0.2329,69.41,1.28
Ctu_DSM_44922,Cna_MSK071,80.50,[76.6 - 83.9%],0.1297,91.54,36.30,[33.8 - 38.8%],0.1129,0.98,69.70,[66.3 - 73%],0.2280,72.91,1.24
Ctu_DSM_44922,Cna_MSK185,83.50,[79.7 - 86.7%],0.1149,93.97,36.30,[33.9 - 38.8%],0.1128,0.99,72.00,[68.6 - 75.3%],0.2147,81.08,1.09
Ctu_DSM_44922,Cna_MSK194,80.00,[76.1 - 83.5%],0.1322,91.06,36.30,[33.8 - 38.8%],0.1129,0.98,69.40,[65.9 - 72.6%],0.2302,71.37,1.23
Ctu_DSM_44922,Ctu_DSM_44922,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
Ctu_DSM_44922,Ctu_KPL3807,87.00,[83.5 - 89.9%],0.0967,96.05,60.60,[57.8 - 63.4%],0.0505,54.44,84.70,[81.5 - 87.4%],0.1423,98.18,0.18
Ctu_DSM_44922,Ctu_MSK207,88.10,[84.6 - 90.9%],0.0912,96.54,63.40,[60.5 - 66.2%],0.0459,62.98,86.30,[83.2 - 88.9%],0.1329,98.69,0.27
Ctu_DSM_44922,Ctu_SK141,90.70,[87.5 - 93.1%],0.0772,97.51,67.20,[64.3 - 70.1%],0.0401,72.74,89.30,[86.4 - 91.6%],0.1142,99.31,0.27
