,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cna_KPL4072,Ccu_c8Ua_181,78.70,[74.8 - 82.2%],0.1386,89.69,31.50,[29.1 - 34%],0.1343,0.19,65.30,[61.9 - 68.5%],0.2543,51.75,0.03
Cna_KPL4072,Ccu_CTNIH19,81.20,[77.3 - 84.6%],0.1262,92.18,31.50,[29.1 - 34%],0.1341,0.19,67.10,[63.7 - 70.4%],0.2434,61.08,0.14
Cna_KPL4072,Cha_CTNIH20,80.40,[76.4 - 83.8%],0.1305,91.39,32.50,[30.1 - 35%],0.1294,0.28,67.20,[63.8 - 70.4%],0.2430,61.4,0.07
Cna_KPL4072,Cha_CTNIH21,79.10,[75.1 - 82.5%],0.1370,90.05,32.50,[30.1 - 35%],0.1293,0.28,66.30,[62.9 - 69.5%],0.2486,56.72,0.01
Cna_KPL4072,Cha_CTNIH22,78.00,[74.1 - 81.5%],0.1422,88.84,32.90,[30.5 - 35.4%],0.1274,0.33,65.80,[62.4 - 69%],0.2515,54.16,0.01
Cna_KPL4072,Cha_CTNIH23,80.30,[76.4 - 83.7%],0.1307,91.35,32.50,[30 - 35%],0.1296,0.28,67.10,[63.7 - 70.4%],0.2434,61.12,0.09
Cna_KPL4072,Cke_CTNIH24,92.40,[89.6 - 94.6%],0.0671,98.05,83.90,[81.1 - 86.4%],0.0188,93.16,93.50,[91.3 - 95.2%],0.0847,99.75,0.08
Cna_KPL4072,Cke_CTNIH27,93.60,[91 - 95.5%],0.0600,98.36,80.60,[77.7 - 83.3%],0.0226,91.07,94.00,[91.9 - 95.6%],0.0812,99.78,0.17
Cna_KPL4072,Cke_EYE_437,88.70,[85.3 - 91.4%],0.0878,96.8,80.80,[77.9 - 83.5%],0.0224,91.22,90.20,[87.5 - 92.4%],0.1082,99.44,0.23
Cna_KPL4072,Cke_FDAARGOS_1055,90.10,[86.9 - 92.6%],0.0804,97.32,82.10,[79.2 - 84.6%],0.0210,92.04,91.50,[88.9 - 93.5%],0.0997,99.59,0.01
Cna_KPL4072,Cke_LK1134,92.50,[89.6 - 94.6%],0.0668,98.06,79.10,[76.2 - 81.8%],0.0244,89.88,92.90,[90.5 - 94.7%],0.0896,99.71,0.19
Cna_KPL4072,Cke_YSMAA5_1_D11,94.10,[91.6 - 95.9%],0.0570,98.47,81.30,[78.4 - 83.9%],0.0219,91.52,94.50,[92.4 - 96%],0.0776,99.81,0.01
Cna_KPL4072,Cmq_c19Ua_121,81.90,[78 - 85.2%],0.1229,92.75,35.60,[33.2 - 38.1%],0.1157,0.79,70.40,[66.9 - 73.6%],0.2244,75.34,1.02
Cna_KPL4072,Cmq_KPL4083,86.30,[82.7 - 89.3%],0.1003,95.7,36.30,[33.8 - 38.8%],0.1130,0.98,74.30,[70.8 - 77.5%],0.2020,86.99,1.03
Cna_KPL4072,Cmq_MSK144,87.00,[83.5 - 89.9%],0.0966,96.06,35.50,[33 - 38%],0.1162,0.77,74.30,[70.9 - 77.5%],0.2016,87.17,1.11
Cna_KPL4072,Cna_KPL2825,90.50,[87.3 - 92.9%],0.0784,97.45,82.40,[79.5 - 84.9%],0.0206,92.25,91.80,[89.3 - 93.8%],0.0973,99.62,0.12
Cna_KPL4072,Cna_KPL3649,93.70,[91.1 - 95.6%],0.0593,98.38,80.50,[77.6 - 83.2%],0.0227,91,94.10,[91.9 - 95.7%],0.0807,99.79,0.04
Cna_KPL4072,Cna_KPL3804,94.10,[91.5 - 95.9%],0.0575,98.45,81.40,[78.5 - 83.9%],0.0218,91.58,94.40,[92.4 - 95.9%],0.0780,99.81,0.04
Cna_KPL4072,Cna_KPL4035,94.20,[91.7 - 96%],0.0567,98.48,82.10,[79.3 - 84.7%],0.0209,92.1,94.60,[92.6 - 96.1%],0.0764,99.82,0.05
Cna_KPL4072,Cna_KPL4072,100.00,[100 - 100%],0.0008,99.61,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0008,99.99,0.00
Cna_KPL4072,Cna_MSK071,93.50,[90.9 - 95.4%],0.0608,98.33,80.40,[77.5 - 83%],0.0229,90.9,93.90,[91.7 - 95.5%],0.0823,99.77,0.04
Cna_KPL4072,Cna_MSK185,93.00,[90.2 - 95%],0.0641,98.19,79.10,[76.1 - 81.7%],0.0245,89.83,93.20,[91 - 95%],0.0870,99.73,0.19
Cna_KPL4072,Cna_MSK194,94.50,[92.1 - 96.2%],0.0544,98.56,81.50,[78.6 - 84%],0.0216,91.65,94.80,[92.8 - 96.2%],0.0749,99.83,0.05
Cna_KPL4072,Ctu_DSM_44922,79.80,[75.8 - 83.2%],0.1335,90.79,35.90,[33.4 - 38.4%],0.1147,0.86,68.90,[65.5 - 72.1%],0.2329,69.41,1.28
Cna_KPL4072,Ctu_KPL3807,82.00,[78.1 - 85.3%],0.1223,92.85,35.00,[32.6 - 37.5%],0.1181,0.66,70.10,[66.6 - 73.3%],0.2260,74.3,1.46
Cna_KPL4072,Ctu_MSK207,84.50,[80.8 - 87.6%],0.1096,94.66,35.20,[32.8 - 37.7%],0.1174,0.7,72.10,[68.7 - 75.4%],0.2141,81.39,1.55
Cna_KPL4072,Ctu_SK141,83.80,[80 - 87%],0.1134,94.17,36.00,[33.6 - 38.6%],0.1139,0.91,72.10,[68.6 - 75.3%],0.2144,81.22,1.55
Cna_KPL4072,Cyo_c21Ua_68,87.20,[83.6 - 90%],0.0961,96.11,40.00,[37.5 - 42.6%],0.0993,2.74,77.10,[73.6 - 80.2%],0.1859,92.17,0.23
Cna_KPL4072,Cyo_KPL2619,88.60,[85.1 - 91.3%],0.0887,96.73,40.00,[37.5 - 42.5%],0.0995,2.71,78.30,[74.8 - 81.3%],0.1793,93.66,0.18
Cna_KPL4072,Cyo_MSK136,84.60,[80.9 - 87.7%],0.1091,94.72,40.00,[37.5 - 42.5%],0.0994,2.72,75.00,[71.5 - 78.2%],0.1977,88.6,0.08
