,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cke_FDAARGOS_1055,Ccu_c8Ua_181,79.80,[75.9 - 83.3%],0.1331,90.87,32.00,[29.6 - 34.5%],0.1316,0.24,66.50,[63.1 - 69.7%],0.2472,57.88,0.04
Cke_FDAARGOS_1055,Ccu_CTNIH19,80.20,[76.2 - 83.6%],0.1316,91.18,31.60,[29.2 - 34.1%],0.1336,0.2,66.40,[63 - 69.6%],0.2476,57.56,0.15
Cke_FDAARGOS_1055,Cha_CTNIH20,81.00,[77.1 - 84.4%],0.1273,92,32.80,[30.4 - 35.3%],0.1279,0.31,67.90,[64.5 - 71.1%],0.2389,64.77,0.08
Cke_FDAARGOS_1055,Cha_CTNIH21,82.60,[78.7 - 85.9%],0.1194,93.31,32.90,[30.5 - 35.4%],0.1273,0.33,69.10,[65.7 - 72.4%],0.2315,70.4,0.00
Cke_FDAARGOS_1055,Cha_CTNIH22,77.30,[73.4 - 80.9%],0.1457,87.98,33.20,[30.8 - 35.7%],0.1262,0.36,65.40,[62.1 - 68.7%],0.2535,52.46,0.00
Cke_FDAARGOS_1055,Cha_CTNIH23,81.00,[77 - 84.3%],0.1275,91.95,32.80,[30.4 - 35.3%],0.1281,0.31,67.80,[64.4 - 71.1%],0.2392,64.48,0.10
Cke_FDAARGOS_1055,Cke_CTNIH24,87.70,[84.2 - 90.5%],0.0934,96.35,80.10,[77.1 - 82.7%],0.0233,90.65,89.20,[86.4 - 91.5%],0.1145,99.31,0.07
Cke_FDAARGOS_1055,Cke_CTNIH27,88.70,[85.3 - 91.4%],0.0880,96.78,85.30,[82.6 - 87.7%],0.0173,93.88,90.90,[88.2 - 93%],0.1038,99.52,0.16
Cke_FDAARGOS_1055,Cke_EYE_437,90.60,[87.4 - 93%],0.0778,97.48,83.90,[81.1 - 86.3%],0.0189,93.13,92.10,[89.6 - 94%],0.0952,99.65,0.24
Cke_FDAARGOS_1055,Cke_FDAARGOS_1055,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
Cke_FDAARGOS_1055,Cke_LK1134,93.30,[90.6 - 95.3%],0.0619,98.28,86.40,[83.8 - 88.7%],0.0160,94.41,94.50,[92.5 - 96%],0.0769,99.81,0.20
