,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cyo_c21Ua_68,Ccu_c8Ua_181,79.30,[75.4 - 82.8%],0.1357,90.34,31.60,[29.2 - 34.1%],0.1338,0.2,65.80,[62.4 - 69%],0.2513,54.32,0.19
Cyo_c21Ua_68,Ccu_CTNIH19,81.00,[77.1 - 84.4%],0.1274,91.98,31.40,[29 - 33.9%],0.1346,0.19,66.90,[63.5 - 70.1%],0.2448,59.93,0.09
Cyo_c21Ua_68,Cha_CTNIH20,80.90,[77 - 84.3%],0.1279,91.89,32.60,[30.2 - 35.1%],0.1287,0.29,67.70,[64.3 - 70.9%],0.2401,63.78,0.15
Cyo_c21Ua_68,Cha_CTNIH21,80.20,[76.3 - 83.6%],0.1313,91.24,32.30,[29.9 - 34.8%],0.1302,0.26,66.90,[63.5 - 70.2%],0.2444,60.23,0.23
Cyo_c21Ua_68,Cha_CTNIH22,78.90,[75 - 82.4%],0.1376,89.92,33.00,[30.6 - 35.5%],0.1271,0.33,66.50,[63.1 - 69.7%],0.2472,57.89,0.23
Cyo_c21Ua_68,Cha_CTNIH23,80.00,[76.1 - 83.4%],0.1323,91.04,32.30,[29.9 - 34.9%],0.1301,0.26,66.80,[63.4 - 70%],0.2452,59.58,0.13
Cyo_c21Ua_68,Cke_CTNIH24,85.80,[82.2 - 88.8%],0.1029,95.43,40.10,[37.6 - 42.6%],0.0991,2.78,76.10,[72.6 - 79.2%],0.1918,90.51,0.30
Cyo_c21Ua_68,Cke_CTNIH27,84.90,[81.2 - 88%],0.1074,94.93,40.40,[37.9 - 43%],0.0981,3.01,75.50,[72 - 78.7%],0.1949,89.54,0.40
Cyo_c21Ua_68,Cke_EYE_437,86.90,[83.3 - 89.8%],0.0974,95.99,40.30,[37.8 - 42.8%],0.0985,2.9,77.00,[73.6 - 80.2%],0.1864,92.04,0.00
Cyo_c21Ua_68,Cke_FDAARGOS_1055,84.90,[81.2 - 88%],0.1077,94.89,40.60,[38.1 - 43.1%],0.0975,3.14,75.60,[72.1 - 78.7%],0.1947,89.63,0.24
Cyo_c21Ua_68,Cke_LK1134,88.60,[85.2 - 91.3%],0.0885,96.75,40.10,[37.6 - 42.6%],0.0992,2.77,78.30,[74.9 - 81.4%],0.1789,93.76,0.04
Cyo_c21Ua_68,Cke_YSMAA5_1_D11,87.40,[83.8 - 90.2%],0.0948,96.22,40.20,[37.7 - 42.8%],0.0987,2.87,77.40,[73.9 - 80.5%],0.1842,92.58,0.23
Cyo_c21Ua_68,Cmq_c19Ua_121,83.20,[79.4 - 86.4%],0.1163,93.77,35.90,[33.4 - 38.4%],0.1145,0.87,71.60,[68.1 - 74.8%],0.2175,79.54,0.79
Cyo_c21Ua_68,Cmq_KPL4083,87.20,[83.6 - 90.1%],0.0958,96.13,35.80,[33.4 - 38.3%],0.1148,0.85,74.70,[71.2 - 77.9%],0.1996,87.92,0.81
Cyo_c21Ua_68,Cmq_MSK144,88.50,[85.1 - 91.2%],0.0889,96.71,36.10,[33.7 - 38.6%],0.1136,0.93,76.00,[72.5 - 79.1%],0.1924,90.34,0.89
Cyo_c21Ua_68,Cna_KPL2825,86.20,[82.6 - 89.2%],0.1009,95.65,40.50,[38 - 43%],0.0977,3.08,76.60,[73.1 - 79.7%],0.1887,91.4,0.11
Cyo_c21Ua_68,Cna_KPL3649,86.90,[83.3 - 89.8%],0.0973,95.99,40.40,[37.9 - 42.9%],0.0982,2.98,77.10,[73.6 - 80.2%],0.1860,92.14,0.18
Cyo_c21Ua_68,Cna_KPL3804,87.10,[83.5 - 89.9%],0.0966,96.06,40.20,[37.7 - 42.7%],0.0989,2.82,77.10,[73.6 - 80.2%],0.1859,92.15,0.19
Cyo_c21Ua_68,Cna_KPL4035,86.10,[82.5 - 89.1%],0.1015,95.58,39.80,[37.3 - 42.3%],0.1001,2.58,76.10,[72.7 - 79.3%],0.1914,90.64,0.27
Cyo_c21Ua_68,Cna_KPL4072,87.20,[83.6 - 90%],0.0961,96.11,40.00,[37.5 - 42.6%],0.0993,2.74,77.10,[73.6 - 80.2%],0.1859,92.17,0.23
Cyo_c21Ua_68,Cna_MSK071,86.90,[83.4 - 89.8%],0.0971,96.01,40.40,[37.9 - 42.9%],0.0983,2.97,77.10,[73.6 - 80.2%],0.1859,92.17,0.19
Cyo_c21Ua_68,Cna_MSK185,90.00,[86.8 - 92.6%],0.0807,97.3,40.60,[38.1 - 43.1%],0.0975,3.15,79.90,[76.4 - 82.9%],0.1703,95.31,0.04
Cyo_c21Ua_68,Cna_MSK194,87.60,[84 - 90.4%],0.0939,96.31,40.10,[37.6 - 42.7%],0.0990,2.81,77.50,[74.1 - 80.6%],0.1836,92.72,0.17
Cyo_c21Ua_68,Ctu_DSM_44922,82.80,[79 - 86.1%],0.1180,93.52,36.40,[34 - 38.9%],0.1124,1.02,71.60,[68.2 - 74.8%],0.2171,79.74,1.06
Cyo_c21Ua_68,Ctu_KPL3807,83.40,[79.6 - 86.7%],0.1150,93.95,35.90,[33.5 - 38.4%],0.1145,0.87,71.80,[68.3 - 75%],0.2163,80.19,1.24
Cyo_c21Ua_68,Ctu_MSK207,86.60,[83 - 89.5%],0.0989,95.85,35.90,[33.4 - 38.4%],0.1145,0.87,74.20,[70.8 - 77.4%],0.2021,86.96,1.32
Cyo_c21Ua_68,Ctu_SK141,84.90,[81.2 - 88%],0.1075,94.91,36.20,[33.8 - 38.7%],0.1132,0.96,73.10,[69.6 - 76.3%],0.2085,84.18,1.33
Cyo_c21Ua_68,Cyo_c21Ua_68,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
Cyo_c21Ua_68,Cyo_KPL2619,97.50,[96 - 98.5%],0.0331,99.14,93.30,[91.4 - 94.8%],0.0085,96.79,98.20,[97.2 - 98.9%],0.0414,99.95,0.05
Cyo_c21Ua_68,Cyo_MSK136,96.10,[94.1 - 97.4%],0.0440,98.89,99.80,[99.7 - 99.9%],0.0004,98.25,98.00,[96.9 - 98.7%],0.0443,99.94,0.15
