,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cna_MSK194,Ccu_c8Ua_181,78.90,[74.9 - 82.3%],0.1381,89.81,31.60,[29.2 - 34.1%],0.1338,0.2,65.40,[62.1 - 68.7%],0.2534,52.49,0.02
Cna_MSK194,Ccu_CTNIH19,81.20,[77.3 - 84.5%],0.1265,92.13,31.60,[29.2 - 34.1%],0.1339,0.2,67.10,[63.7 - 70.3%],0.2435,60.99,0.09
Cna_MSK194,Cha_CTNIH20,81.50,[77.6 - 84.8%],0.1249,92.42,32.70,[30.3 - 35.2%],0.1285,0.3,68.10,[64.7 - 71.4%],0.2373,66.02,0.02
Cna_MSK194,Cha_CTNIH21,81.50,[77.6 - 84.8%],0.1250,92.4,32.80,[30.3 - 35.3%],0.1281,0.31,68.20,[64.8 - 71.4%],0.2371,66.2,0.06
Cna_MSK194,Cha_CTNIH22,79.40,[75.4 - 82.9%],0.1353,90.41,33.00,[30.6 - 35.5%],0.1269,0.34,66.80,[63.4 - 70.1%],0.2451,59.7,0.06
Cna_MSK194,Cha_CTNIH23,81.70,[77.9 - 85.1%],0.1236,92.63,32.70,[30.3 - 35.2%],0.1285,0.3,68.30,[64.9 - 71.6%],0.2362,66.85,0.04
Cna_MSK194,Cke_CTNIH24,92.00,[89.1 - 94.2%],0.0695,97.93,80.40,[77.4 - 83%],0.0229,90.86,92.70,[90.3 - 94.5%],0.0909,99.7,0.13
Cna_MSK194,Cke_CTNIH27,92.60,[89.7 - 94.7%],0.0665,98.08,80.80,[77.9 - 83.4%],0.0224,91.21,93.20,[90.9 - 94.9%],0.0874,99.73,0.22
Cna_MSK194,Cke_EYE_437,90.00,[86.7 - 92.5%],0.0812,97.27,80.90,[78 - 83.5%],0.0223,91.23,91.20,[88.6 - 93.2%],0.1017,99.56,0.18
Cna_MSK194,Cke_FDAARGOS_1055,92.10,[89.1 - 94.3%],0.0693,97.95,83.20,[80.3 - 85.6%],0.0197,92.73,93.20,[90.9 - 94.9%],0.0876,99.73,0.06
Cna_MSK194,Cke_LK1134,93.20,[90.5 - 95.2%],0.0626,98.25,80.70,[77.8 - 83.3%],0.0225,91.11,93.70,[91.5 - 95.3%],0.0837,99.76,0.14
Cna_MSK194,Cke_YSMAA5_1_D11,99.80,[99.6 - 99.9%],0.0062,99.56,99.60,[99.4 - 99.8%],0.0008,98.2,99.90,[99.9 - 100%],0.0070,99.98,0.06
Cna_MSK194,Cmq_c19Ua_121,82.70,[78.8 - 86%],0.1189,93.39,35.70,[33.2 - 38.2%],0.1154,0.81,71.00,[67.6 - 74.3%],0.2205,77.76,0.97
Cna_MSK194,Cmq_KPL4083,85.10,[81.4 - 88.2%],0.1066,95.02,36.30,[33.8 - 38.8%],0.1130,0.98,73.30,[69.8 - 76.5%],0.2075,84.64,0.98
Cna_MSK194,Cmq_MSK144,86.30,[82.7 - 89.3%],0.1005,95.69,35.60,[33.1 - 38.1%],0.1158,0.79,73.80,[70.3 - 77%],0.2046,85.92,1.06
Cna_MSK194,Cna_KPL2825,92.60,[89.8 - 94.7%],0.0663,98.09,83.70,[80.9 - 86.2%],0.0191,93.05,93.60,[91.4 - 95.3%],0.0841,99.76,0.06
Cna_MSK194,Cna_KPL3649,94.30,[91.9 - 96.1%],0.0556,98.52,85.90,[83.3 - 88.2%],0.0166,94.18,95.20,[93.4 - 96.6%],0.0713,99.85,0.01
Cna_MSK194,Cna_KPL3804,99.80,[99.6 - 99.9%],0.0068,99.55,99.90,[99.8 - 100%],0.0002,98.27,99.90,[99.9 - 100%],0.0070,99.98,0.02
Cna_MSK194,Cna_KPL4035,93.60,[91 - 95.5%],0.0600,98.36,78.70,[75.7 - 81.4%],0.0249,89.52,93.70,[91.5 - 95.4%],0.0834,99.76,0.10
Cna_MSK194,Cna_KPL4072,94.50,[92.1 - 96.2%],0.0544,98.56,81.50,[78.6 - 84%],0.0216,91.65,94.80,[92.8 - 96.2%],0.0749,99.83,0.05
Cna_MSK194,Cna_MSK071,94.30,[91.8 - 96%],0.0562,98.5,85.80,[83.1 - 88.1%],0.0168,94.1,95.10,[93.3 - 96.5%],0.0720,99.84,0.01
Cna_MSK194,Cna_MSK185,93.60,[91 - 95.5%],0.0600,98.36,80.00,[77.1 - 82.7%],0.0233,90.6,93.90,[91.8 - 95.5%],0.0819,99.78,0.14
