,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cna_KPL4035,Ccu_c8Ua_181,79.20,[75.3 - 82.7%],0.1362,90.22,31.50,[29.1 - 34%],0.1341,0.19,65.70,[62.3 - 68.9%],0.2521,53.68,0.08
Cna_KPL4035,Ccu_CTNIH19,80.70,[76.8 - 84.1%],0.1288,91.72,31.50,[29.1 - 34.1%],0.1340,0.2,66.80,[63.4 - 70%],0.2456,59.27,0.19
Cna_KPL4035,Cha_CTNIH20,79.20,[75.2 - 82.6%],0.1365,90.17,32.30,[29.9 - 34.8%],0.1303,0.26,66.20,[62.8 - 69.4%],0.2490,56.34,0.12
Cna_KPL4035,Cha_CTNIH21,77.60,[73.6 - 81.1%],0.1445,88.28,32.40,[30 - 34.9%],0.1298,0.27,65.10,[61.7 - 68.3%],0.2556,50.63,0.04
Cna_KPL4035,Cha_CTNIH22,76.80,[72.8 - 80.3%],0.1486,87.21,32.80,[30.3 - 35.3%],0.1282,0.31,64.70,[61.4 - 68%],0.2577,48.76,0.04
Cna_KPL4035,Cha_CTNIH23,78.80,[74.8 - 82.3%],0.1386,89.71,32.40,[30 - 34.9%],0.1298,0.27,65.90,[62.6 - 69.2%],0.2504,55.14,0.14
Cna_KPL4035,Cke_CTNIH24,92.20,[89.3 - 94.4%],0.0686,97.98,84.80,[82 - 87.2%],0.0179,93.61,93.50,[91.2 - 95.2%],0.0852,99.75,0.03
Cna_KPL4035,Cke_CTNIH27,91.50,[88.5 - 93.8%],0.0723,97.79,78.30,[75.3 - 81%],0.0254,89.14,92.00,[89.5 - 93.9%],0.0959,99.64,0.13
Cna_KPL4035,Cke_EYE_437,87.40,[83.9 - 90.3%],0.0948,96.23,77.20,[74.2 - 80%],0.0267,88.16,88.50,[85.6 - 90.9%],0.1189,99.19,0.28
Cna_KPL4035,Cke_FDAARGOS_1055,88.30,[84.9 - 91.1%],0.0898,96.65,77.70,[74.7 - 80.4%],0.0262,88.58,89.40,[86.5 - 91.7%],0.1136,99.33,0.04
Cna_KPL4035,Cke_LK1134,91.90,[88.9 - 94.1%],0.0705,97.88,76.50,[73.5 - 79.3%],0.0276,87.46,92.00,[89.5 - 93.9%],0.0961,99.63,0.24
Cna_KPL4035,Cke_YSMAA5_1_D11,93.70,[91.1 - 95.6%],0.0597,98.37,78.60,[75.6 - 81.2%],0.0251,89.39,93.70,[91.5 - 95.4%],0.0833,99.77,0.04
Cna_KPL4035,Cmq_c19Ua_121,81.40,[77.5 - 84.8%],0.1251,92.39,36.00,[33.6 - 38.6%],0.1139,0.91,70.30,[66.9 - 73.5%],0.2247,75.12,1.07
Cna_KPL4035,Cmq_KPL4083,84.70,[80.9 - 87.8%],0.1087,94.77,36.60,[34.1 - 39.1%],0.1117,1.07,73.20,[69.7 - 76.4%],0.2083,84.27,1.08
Cna_KPL4035,Cmq_MSK144,86.00,[82.4 - 89%],0.1020,95.53,35.80,[33.4 - 38.4%],0.1147,0.86,73.70,[70.3 - 76.9%],0.2050,85.77,1.16
Cna_KPL4035,Cna_KPL2825,90.20,[87 - 92.7%],0.0798,97.36,77.60,[74.6 - 80.3%],0.0263,88.5,90.80,[88.2 - 92.9%],0.1040,99.52,0.16
Cna_KPL4035,Cna_KPL3649,92.70,[89.8 - 94.7%],0.0659,98.1,77.30,[74.3 - 80.1%],0.0266,88.25,92.70,[90.4 - 94.5%],0.0908,99.7,0.09
Cna_KPL4035,Cna_KPL3804,93.30,[90.7 - 95.3%],0.0618,98.28,78.60,[75.7 - 81.3%],0.0250,89.45,93.50,[91.2 - 95.2%],0.0852,99.75,0.08
Cna_KPL4035,Cna_KPL4035,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
Cna_KPL4035,Cna_KPL4072,94.20,[91.7 - 96%],0.0567,98.48,82.10,[79.3 - 84.7%],0.0209,92.1,94.60,[92.6 - 96.1%],0.0764,99.82,0.05
Cna_KPL4035,Cna_MSK071,92.40,[89.5 - 94.5%],0.0675,98.03,77.30,[74.3 - 80.1%],0.0266,88.27,92.50,[90.1 - 94.4%],0.0923,99.68,0.09
Cna_KPL4035,Cna_MSK185,92.60,[89.7 - 94.7%],0.0664,98.08,76.20,[73.2 - 78.9%],0.0280,87.09,92.50,[90.1 - 94.3%],0.0925,99.68,0.24
Cna_KPL4035,Cna_MSK194,93.60,[91 - 95.5%],0.0600,98.36,78.70,[75.7 - 81.4%],0.0249,89.52,93.70,[91.5 - 95.4%],0.0834,99.76,0.10
Cna_KPL4035,Ctu_DSM_44922,78.90,[74.9 - 82.3%],0.1381,89.82,36.20,[33.7 - 38.7%],0.1135,0.94,68.40,[65 - 71.6%],0.2359,67.15,1.33
Cna_KPL4035,Ctu_KPL3807,81.00,[77 - 84.3%],0.1275,91.95,35.30,[32.9 - 37.8%],0.1169,0.72,69.50,[66 - 72.7%],0.2296,71.82,1.51
Cna_KPL4035,Ctu_MSK207,84.10,[80.3 - 87.2%],0.1119,94.37,35.30,[32.9 - 37.8%],0.1168,0.73,71.90,[68.4 - 75.1%],0.2156,80.6,1.60
Cna_KPL4035,Ctu_SK141,83.00,[79.2 - 86.3%],0.1171,93.66,36.30,[33.8 - 38.8%],0.1130,0.97,71.70,[68.2 - 74.9%],0.2168,79.91,1.60
Cna_KPL4035,Cyo_c21Ua_68,86.10,[82.5 - 89.1%],0.1015,95.58,39.80,[37.3 - 42.3%],0.1001,2.58,76.10,[72.7 - 79.3%],0.1914,90.64,0.27
Cna_KPL4035,Cyo_KPL2619,87.50,[84 - 90.3%],0.0943,96.27,39.70,[37.2 - 42.3%],0.1004,2.53,77.20,[73.8 - 80.3%],0.1852,92.32,0.23
Cna_KPL4035,Cyo_MSK136,84.00,[80.2 - 87.2%],0.1122,94.33,39.70,[37.2 - 42.2%],0.1006,2.5,74.40,[70.9 - 77.5%],0.2015,87.19,0.12
