,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cna_KPL3804,Ccu_c8Ua_181,78.30,[74.4 - 81.8%],0.1407,89.21,31.60,[29.2 - 34.1%],0.1338,0.2,65.10,[61.7 - 68.3%],0.2557,50.55,0.00
Cna_KPL3804,Ccu_CTNIH19,80.60,[76.7 - 84%],0.1291,91.66,31.60,[29.2 - 34.1%],0.1338,0.2,66.70,[63.3 - 70%],0.2457,59.19,0.10
Cna_KPL3804,Cha_CTNIH20,81.20,[77.3 - 84.6%],0.1264,92.16,32.70,[30.3 - 35.2%],0.1285,0.3,67.90,[64.5 - 71.2%],0.2386,65,0.04
Cna_KPL3804,Cha_CTNIH21,80.90,[77 - 84.3%],0.1280,91.87,32.80,[30.4 - 35.3%],0.1280,0.31,67.80,[64.3 - 71%],0.2396,64.21,0.04
Cna_KPL3804,Cha_CTNIH22,78.80,[74.9 - 82.3%],0.1382,89.78,33.00,[30.6 - 35.6%],0.1268,0.34,66.40,[63 - 69.7%],0.2475,57.63,0.04
Cna_KPL3804,Cha_CTNIH23,81.50,[77.6 - 84.8%],0.1248,92.43,32.60,[30.2 - 35.2%],0.1287,0.3,68.10,[64.7 - 71.4%],0.2374,65.93,0.06
Cna_KPL3804,Cke_CTNIH24,91.60,[88.6 - 93.9%],0.0719,97.81,80.40,[77.5 - 83%],0.0229,90.88,92.40,[90 - 94.3%],0.0931,99.67,0.11
Cna_KPL3804,Cke_CTNIH27,92.40,[89.5 - 94.5%],0.0677,98.02,80.70,[77.8 - 83.3%],0.0225,91.13,93.00,[90.7 - 94.8%],0.0887,99.72,0.21
Cna_KPL3804,Cke_EYE_437,89.40,[86.1 - 92%],0.0840,97.08,80.90,[78 - 83.5%],0.0223,91.23,90.80,[88.1 - 92.9%],0.1045,99.51,0.19
Cna_KPL3804,Cke_FDAARGOS_1055,91.50,[88.5 - 93.8%],0.0725,97.78,83.20,[80.4 - 85.7%],0.0197,92.73,92.70,[90.4 - 94.5%],0.0908,99.7,0.05
Cna_KPL3804,Cke_LK1134,92.70,[89.8 - 94.8%],0.0658,98.11,80.70,[77.8 - 83.3%],0.0225,91.14,93.30,[91 - 95%],0.0869,99.73,0.15
Cna_KPL3804,Cke_YSMAA5_1_D11,99.70,[99.3 - 99.9%],0.0093,99.52,99.60,[99.4 - 99.8%],0.0008,98.2,99.90,[99.7 - 99.9%],0.0100,99.98,0.04
Cna_KPL3804,Cmq_c19Ua_121,82.30,[78.4 - 85.6%],0.1210,93.06,35.70,[33.3 - 38.2%],0.1153,0.82,70.70,[67.3 - 73.9%],0.2223,76.64,0.98
Cna_KPL3804,Cmq_KPL4083,84.50,[80.8 - 87.7%],0.1096,94.67,36.30,[33.9 - 38.9%],0.1127,0.99,72.90,[69.4 - 76.1%],0.2099,83.5,1.00
Cna_KPL3804,Cmq_MSK144,85.80,[82.1 - 88.8%],0.1030,95.42,35.60,[33.2 - 38.1%],0.1157,0.79,73.40,[70 - 76.6%],0.2068,84.98,1.08
Cna_KPL3804,Cna_KPL2825,91.80,[88.8 - 94%],0.0708,97.87,83.80,[81 - 86.2%],0.0190,93.08,93.00,[90.7 - 94.8%],0.0885,99.72,0.08
Cna_KPL3804,Cna_KPL3649,93.90,[91.4 - 95.8%],0.0582,98.43,85.90,[83.3 - 88.2%],0.0166,94.19,94.90,[93 - 96.4%],0.0738,99.83,0.01
Cna_KPL3804,Cna_KPL3804,100.00,[100 - 100%],0.0002,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0002,99.99,0.00
Cna_KPL3804,Cna_KPL4035,93.30,[90.7 - 95.3%],0.0618,98.28,78.60,[75.7 - 81.3%],0.0250,89.45,93.50,[91.2 - 95.2%],0.0852,99.75,0.08
Cna_KPL3804,Cna_KPL4072,94.10,[91.5 - 95.9%],0.0575,98.45,81.40,[78.5 - 83.9%],0.0218,91.58,94.40,[92.4 - 95.9%],0.0780,99.81,0.04
Cna_KPL3804,Cna_MSK071,93.80,[91.2 - 95.7%],0.0588,98.4,85.80,[83.1 - 88.1%],0.0168,94.11,94.80,[92.9 - 96.3%],0.0746,99.83,0.00
Cna_KPL3804,Cna_MSK185,93.20,[90.5 - 95.2%],0.0628,98.24,80.00,[77.1 - 82.7%],0.0233,90.6,93.60,[91.3 - 95.2%],0.0847,99.75,0.15
Cna_KPL3804,Cna_MSK194,99.80,[99.6 - 99.9%],0.0068,99.55,99.90,[99.8 - 100%],0.0002,98.27,99.90,[99.9 - 100%],0.0070,99.98,0.02
Cna_KPL3804,Ctu_DSM_44922,79.90,[75.9 - 83.3%],0.1331,90.88,36.30,[33.8 - 38.8%],0.1130,0.97,69.20,[65.8 - 72.4%],0.2311,70.72,1.24
Cna_KPL3804,Ctu_KPL3807,81.00,[77.1 - 84.4%],0.1271,92.03,35.20,[32.8 - 37.7%],0.1172,0.71,69.50,[66.1 - 72.7%],0.2294,71.92,1.43
Cna_KPL3804,Ctu_MSK207,83.80,[80 - 87%],0.1131,94.21,35.50,[33.1 - 38.1%],0.1159,0.78,71.80,[68.4 - 75.1%],0.2159,80.44,1.51
Cna_KPL3804,Ctu_SK141,83.40,[79.5 - 86.6%],0.1154,93.89,36.50,[34 - 39%],0.1122,1.04,72.10,[68.6 - 75.3%],0.2146,81.11,1.52
Cna_KPL3804,Cyo_c21Ua_68,87.10,[83.5 - 89.9%],0.0966,96.06,40.20,[37.7 - 42.7%],0.0989,2.82,77.10,[73.6 - 80.2%],0.1859,92.15,0.19
Cna_KPL3804,Cyo_KPL2619,88.20,[84.7 - 90.9%],0.0908,96.57,39.90,[37.5 - 42.5%],0.0996,2.68,77.90,[74.4 - 81%],0.1814,93.23,0.14
Cna_KPL3804,Cyo_MSK136,83.80,[80 - 87%],0.1131,94.21,40.10,[37.6 - 42.6%],0.0991,2.79,74.40,[71 - 77.6%],0.2010,87.4,0.04
