,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Ctu_KPL3807,Ccu_c8Ua_181,80.30,[76.4 - 83.7%],0.1309,91.32,34.80,[32.4 - 37.3%],0.1189,0.62,68.70,[65.2 - 71.9%],0.2343,68.38,1.43
Ctu_KPL3807,Ccu_CTNIH19,83.20,[79.4 - 86.4%],0.1163,93.76,34.80,[32.4 - 37.4%],0.1188,0.63,70.90,[67.4 - 74.1%],0.2213,77.26,1.32
Ctu_KPL3807,Cha_CTNIH20,86.50,[82.9 - 89.4%],0.0995,95.79,37.90,[35.4 - 40.4%],0.1068,1.56,75.40,[71.9 - 78.6%],0.1956,89.31,1.39
Ctu_KPL3807,Cha_CTNIH21,85.30,[81.6 - 88.4%],0.1057,95.13,38.10,[35.7 - 40.6%],0.1060,1.66,74.50,[71.1 - 77.7%],0.2005,87.59,1.47
Ctu_KPL3807,Cha_CTNIH22,82.10,[78.2 - 85.4%],0.1219,92.91,37.60,[35.2 - 40.2%],0.1078,1.45,71.70,[68.3 - 75%],0.2165,80.09,1.47
Ctu_KPL3807,Cha_CTNIH23,86.60,[83 - 89.5%],0.0991,95.82,38.60,[36.1 - 41.1%],0.1043,1.89,75.80,[72.4 - 79%],0.1930,90.16,1.37
Ctu_KPL3807,Cke_CTNIH24,82.60,[78.7 - 85.9%],0.1193,93.32,35.20,[32.8 - 37.7%],0.1174,0.7,70.70,[67.2 - 73.9%],0.2227,76.43,1.54
Ctu_KPL3807,Cke_CTNIH27,79.90,[75.9 - 83.3%],0.1329,90.91,35.30,[32.8 - 37.8%],0.1171,0.71,68.60,[65.2 - 71.9%],0.2345,68.2,1.64
Ctu_KPL3807,Cke_EYE_437,81.50,[77.6 - 84.8%],0.1249,92.41,35.50,[33.1 - 38.1%],0.1159,0.78,70.00,[66.6 - 73.3%],0.2264,74.01,1.23
Ctu_KPL3807,Cke_FDAARGOS_1055,81.00,[77.1 - 84.4%],0.1271,92.02,35.30,[32.9 - 37.8%],0.1169,0.72,69.50,[66.1 - 72.8%],0.2292,72.08,1.47
Ctu_KPL3807,Cke_LK1134,83.10,[79.3 - 86.4%],0.1165,93.74,35.40,[33 - 38%],0.1164,0.76,71.20,[67.8 - 74.5%],0.2193,78.49,1.28
Ctu_KPL3807,Cke_YSMAA5_1_D11,80.60,[76.7 - 84%],0.1292,91.65,35.30,[32.8 - 37.8%],0.1171,0.72,69.20,[65.8 - 72.4%],0.2311,70.71,1.47
Ctu_KPL3807,Cmq_c19Ua_121,87.00,[83.4 - 89.9%],0.0967,96.05,55.40,[52.7 - 58.2%],0.0600,36.54,83.20,[79.9 - 86.1%],0.1510,97.56,0.45
Ctu_KPL3807,Cmq_KPL4083,87.20,[83.7 - 90.1%],0.0957,96.15,53.10,[50.4 - 55.8%],0.0648,28.54,82.60,[79.3 - 85.5%],0.1543,97.26,0.43
Ctu_KPL3807,Cmq_MSK144,89.10,[85.8 - 91.8%],0.0856,96.97,54.50,[51.8 - 57.2%],0.0619,33.34,84.70,[81.5 - 87.5%],0.1422,98.19,0.35
Ctu_KPL3807,Cna_KPL2825,81.40,[77.5 - 84.7%],0.1255,92.31,35.10,[32.7 - 37.7%],0.1176,0.69,69.70,[66.2 - 72.9%],0.2283,72.69,1.35
Ctu_KPL3807,Cna_KPL3649,80.90,[77 - 84.3%],0.1278,91.9,35.30,[32.9 - 37.8%],0.1168,0.73,69.50,[66 - 72.7%],0.2297,71.74,1.42
Ctu_KPL3807,Cna_KPL3804,81.00,[77.1 - 84.4%],0.1271,92.03,35.20,[32.8 - 37.7%],0.1172,0.71,69.50,[66.1 - 72.7%],0.2294,71.92,1.43
Ctu_KPL3807,Cna_KPL4035,81.00,[77 - 84.3%],0.1275,91.95,35.30,[32.9 - 37.8%],0.1169,0.72,69.50,[66 - 72.7%],0.2296,71.82,1.51
Ctu_KPL3807,Cna_KPL4072,82.00,[78.1 - 85.3%],0.1223,92.85,35.00,[32.6 - 37.5%],0.1181,0.66,70.10,[66.6 - 73.3%],0.2260,74.3,1.46
Ctu_KPL3807,Cna_MSK071,80.50,[76.5 - 83.9%],0.1300,91.48,35.30,[32.9 - 37.8%],0.1168,0.73,69.10,[65.7 - 72.3%],0.2317,70.3,1.43
Ctu_KPL3807,Cna_MSK185,82.40,[78.6 - 85.7%],0.1201,93.21,35.30,[32.9 - 37.8%],0.1169,0.72,70.60,[67.2 - 73.8%],0.2229,76.27,1.27
Ctu_KPL3807,Cna_MSK194,81.60,[77.7 - 84.9%],0.1243,92.51,35.20,[32.8 - 37.7%],0.1173,0.7,69.90,[66.5 - 73.1%],0.2271,73.56,1.41
Ctu_KPL3807,Ctu_DSM_44922,87.00,[83.5 - 89.9%],0.0967,96.05,60.60,[57.8 - 63.4%],0.0505,54.44,84.70,[81.5 - 87.4%],0.1423,98.18,0.18
Ctu_KPL3807,Ctu_KPL3807,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
Ctu_KPL3807,Ctu_MSK207,90.80,[87.6 - 93.2%],0.0766,97.55,64.00,[61.1 - 66.8%],0.0450,64.69,88.70,[85.8 - 91%],0.1181,99.21,0.08
Ctu_KPL3807,Ctu_SK141,88.50,[85.1 - 91.3%],0.0887,96.73,60.00,[57.1 - 62.8%],0.0516,52.29,85.80,[82.6 - 88.4%],0.1358,98.55,0.09
Ctu_KPL3807,Cyo_c21Ua_68,83.40,[79.6 - 86.7%],0.1150,93.95,35.90,[33.5 - 38.4%],0.1145,0.87,71.80,[68.3 - 75%],0.2163,80.19,1.24
Ctu_KPL3807,Cyo_KPL2619,85.60,[82 - 88.7%],0.1038,95.33,35.90,[33.5 - 38.5%],0.1143,0.88,73.50,[70 - 76.7%],0.2063,85.2,1.29
Ctu_KPL3807,Cyo_MSK136,81.20,[77.3 - 84.6%],0.1263,92.17,35.90,[33.5 - 38.4%],0.1144,0.88,70.00,[66.6 - 73.3%],0.2262,74.11,1.39
