,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cke_CTNIH24,Ccu_c8Ua_181,79.70,[75.7 - 83.1%],0.1340,90.7,31.60,[29.2 - 34.1%],0.1337,0.2,66.10,[62.7 - 69.3%],0.2498,55.67,0.11
Cke_CTNIH24,Ccu_CTNIH19,81.60,[77.7 - 85%],0.1242,92.54,31.60,[29.2 - 34.1%],0.1337,0.2,67.50,[64.1 - 70.7%],0.2413,62.84,0.22
Cke_CTNIH24,Cha_CTNIH20,80.30,[76.4 - 83.7%],0.1308,91.34,32.60,[30.2 - 35.1%],0.1290,0.29,67.20,[63.8 - 70.4%],0.2429,61.47,0.15
Cke_CTNIH24,Cha_CTNIH21,78.80,[74.8 - 82.3%],0.1383,89.76,32.50,[30.1 - 35%],0.1295,0.28,66.00,[62.6 - 69.3%],0.2499,55.54,0.07
Cke_CTNIH24,Cha_CTNIH22,77.80,[73.8 - 81.3%],0.1436,88.52,32.80,[30.4 - 35.3%],0.1280,0.31,65.50,[62.1 - 68.7%],0.2532,52.73,0.07
Cke_CTNIH24,Cha_CTNIH23,80.40,[76.4 - 83.8%],0.1305,91.38,32.60,[30.2 - 35.1%],0.1290,0.29,67.20,[63.8 - 70.5%],0.2427,61.67,0.17
Cke_CTNIH24,Cke_CTNIH24,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
Cke_CTNIH24,Cke_CTNIH27,90.80,[87.7 - 93.2%],0.0763,97.57,80.10,[77.1 - 82.7%],0.0233,90.64,91.70,[89.2 - 93.7%],0.0978,99.61,0.10
Cke_CTNIH24,Cke_EYE_437,88.60,[85.2 - 91.3%],0.0883,96.77,78.50,[75.5 - 81.2%],0.0251,89.35,89.70,[87 - 92%],0.1112,99.38,0.31
