,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cna_KPL2825,Ccu_c8Ua_181,80.50,[76.6 - 84%],0.1296,91.57,31.50,[29.1 - 34%],0.1343,0.19,66.60,[63.2 - 69.8%],0.2465,58.45,0.08
Cna_KPL2825,Ccu_CTNIH19,81.60,[77.7 - 84.9%],0.1244,92.5,31.40,[29 - 33.9%],0.1346,0.19,67.30,[63.9 - 70.5%],0.2423,62.02,0.02
Cna_KPL2825,Cha_CTNIH20,81.10,[77.2 - 84.5%],0.1266,92.11,32.60,[30.2 - 35.1%],0.1290,0.29,67.80,[64.4 - 71%],0.2393,64.44,0.04
Cna_KPL2825,Cha_CTNIH21,80.10,[76.2 - 83.5%],0.1317,91.15,32.70,[30.3 - 35.2%],0.1284,0.3,67.10,[63.7 - 70.4%],0.2432,61.23,0.12
Cna_KPL2825,Cha_CTNIH22,78.40,[74.5 - 81.9%],0.1402,89.32,33.20,[30.8 - 35.7%],0.1260,0.36,66.30,[62.9 - 69.5%],0.2485,56.74,0.12
Cna_KPL2825,Cha_CTNIH23,80.40,[76.5 - 83.8%],0.1303,91.43,32.60,[30.2 - 35.1%],0.1289,0.29,67.30,[63.9 - 70.5%],0.2425,61.87,0.02
Cna_KPL2825,Cke_CTNIH24,88.10,[84.6 - 90.9%],0.0910,96.55,80.00,[77.1 - 82.7%],0.0233,90.6,89.60,[86.8 - 91.8%],0.1123,99.36,0.19
Cna_KPL2825,Cke_CTNIH27,88.30,[84.9 - 91%],0.0900,96.63,85.00,[82.3 - 87.4%],0.0176,93.75,90.50,[87.8 - 92.7%],0.1060,99.48,0.29
Cna_KPL2825,Cke_EYE_437,89.50,[86.2 - 92.1%],0.0837,97.1,83.50,[80.7 - 86%],0.0193,92.91,91.20,[88.6 - 93.3%],0.1014,99.56,0.11
Cna_KPL2825,Cke_FDAARGOS_1055,90.50,[87.3 - 93%],0.0781,97.46,88.10,[85.6 - 90.2%],0.0142,95.09,92.70,[90.3 - 94.5%],0.0912,99.69,0.13
Cna_KPL2825,Cke_LK1134,91.70,[88.7 - 93.9%],0.0715,97.83,84.90,[82.2 - 87.3%],0.0177,93.67,93.10,[90.8 - 94.9%],0.0880,99.72,0.07
Cna_KPL2825,Cke_YSMAA5_1_D11,91.00,[87.9 - 93.4%],0.0752,97.63,84.00,[81.2 - 86.4%],0.0188,93.19,92.50,[90.1 - 94.3%],0.0926,99.68,0.12
Cna_KPL2825,Cmq_c19Ua_121,82.20,[78.3 - 85.5%],0.1212,93.02,35.80,[33.4 - 38.3%],0.1149,0.84,70.70,[67.3 - 74%],0.2222,76.73,0.90
Cna_KPL2825,Cmq_KPL4083,84.50,[80.7 - 87.6%],0.1098,94.63,36.30,[33.9 - 38.9%],0.1127,1,72.80,[69.4 - 76%],0.2102,83.39,0.92
Cna_KPL2825,Cmq_MSK144,83.50,[79.7 - 86.8%],0.1145,94.02,35.60,[33.2 - 38.1%],0.1157,0.8,71.70,[68.2 - 74.9%],0.2170,79.85,1.00
Cna_KPL2825,Cna_KPL2825,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
Cna_KPL2825,Cna_KPL3649,91.10,[88 - 93.5%],0.0748,97.66,84.50,[81.8 - 86.9%],0.0182,93.47,92.60,[90.2 - 94.5%],0.0916,99.69,0.07
Cna_KPL2825,Cna_KPL3804,91.80,[88.8 - 94%],0.0708,97.87,83.80,[81 - 86.2%],0.0190,93.08,93.00,[90.7 - 94.8%],0.0885,99.72,0.08
Cna_KPL2825,Cna_KPL4035,90.20,[87 - 92.7%],0.0798,97.36,77.60,[74.6 - 80.3%],0.0263,88.5,90.80,[88.2 - 92.9%],0.1040,99.52,0.16
Cna_KPL2825,Cna_KPL4072,90.50,[87.3 - 92.9%],0.0784,97.45,82.40,[79.5 - 84.9%],0.0206,92.25,91.80,[89.3 - 93.8%],0.0973,99.62,0.12
Cna_KPL2825,Cna_MSK071,90.60,[87.5 - 93.1%],0.0774,97.5,84.50,[81.7 - 86.9%],0.0182,93.45,92.20,[89.8 - 94.1%],0.0942,99.66,0.08
Cna_KPL2825,Cna_MSK185,92.40,[89.5 - 94.5%],0.0677,98.02,83.10,[80.3 - 85.6%],0.0198,92.68,93.40,[91.1 - 95.1%],0.0861,99.74,0.07
Cna_KPL2825,Cna_MSK194,92.60,[89.8 - 94.7%],0.0663,98.09,83.70,[80.9 - 86.2%],0.0191,93.05,93.60,[91.4 - 95.3%],0.0841,99.76,0.06
Cna_KPL2825,Ctu_DSM_44922,79.50,[75.6 - 83%],0.1347,90.54,36.10,[33.6 - 38.6%],0.1138,0.92,68.90,[65.4 - 72.1%],0.2332,69.19,1.16
Cna_KPL2825,Ctu_KPL3807,81.40,[77.5 - 84.7%],0.1255,92.31,35.10,[32.7 - 37.7%],0.1176,0.69,69.70,[66.2 - 72.9%],0.2283,72.69,1.35
Cna_KPL2825,Ctu_MSK207,84.00,[80.2 - 87.1%],0.1124,94.3,35.20,[32.7 - 37.7%],0.1174,0.7,71.70,[68.2 - 74.9%],0.2166,80.04,1.43
Cna_KPL2825,Ctu_SK141,84.20,[80.5 - 87.4%],0.1110,94.48,36.00,[33.6 - 38.5%],0.1140,0.9,72.40,[69 - 75.7%],0.2124,82.29,1.44
Cna_KPL2825,Cyo_c21Ua_68,86.20,[82.6 - 89.2%],0.1009,95.65,40.50,[38 - 43%],0.0977,3.08,76.60,[73.1 - 79.7%],0.1887,91.4,0.11
Cna_KPL2825,Cyo_KPL2619,88.50,[85.1 - 91.2%],0.0889,96.72,40.50,[38 - 43%],0.0979,3.05,78.50,[75 - 81.6%],0.1781,93.92,0.06
Cna_KPL2825,Cyo_MSK136,85.30,[81.6 - 88.4%],0.1055,95.14,40.60,[38.2 - 43.2%],0.0973,3.19,75.90,[72.5 - 79.1%],0.1925,90.3,0.04
