,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Ctu_SK141,Ccu_c8Ua_181,80.00,[76 - 83.4%],0.1324,91.01,34.50,[32 - 37%],0.1204,0.56,68.20,[64.8 - 71.5%],0.2369,66.35,1.52
Ctu_SK141,Ccu_CTNIH19,83.60,[79.8 - 86.8%],0.1141,94.08,34.50,[32.1 - 37%],0.1202,0.56,71.00,[67.6 - 74.3%],0.2205,77.75,1.41
Ctu_SK141,Cha_CTNIH20,82.00,[78.1 - 85.3%],0.1224,92.83,36.80,[34.3 - 39.3%],0.1110,1.13,71.20,[67.7 - 74.4%],0.2198,78.18,1.48
Ctu_SK141,Cha_CTNIH21,80.40,[76.5 - 83.8%],0.1304,91.41,36.80,[34.4 - 39.3%],0.1108,1.15,70.00,[66.5 - 73.2%],0.2268,73.76,1.56
Ctu_SK141,Cha_CTNIH22,79.20,[75.3 - 82.7%],0.1361,90.24,36.90,[34.4 - 39.4%],0.1107,1.16,69.10,[65.7 - 72.3%],0.2318,70.23,1.56
Ctu_SK141,Cha_CTNIH23,82.10,[78.2 - 85.4%],0.1219,92.91,37.10,[34.6 - 39.6%],0.1099,1.23,71.40,[67.9 - 74.6%],0.2184,79,1.46
Ctu_SK141,Cke_CTNIH24,84.80,[81.1 - 87.9%],0.1081,94.85,36.00,[33.6 - 38.5%],0.1140,0.9,72.90,[69.4 - 76.1%],0.2097,83.6,1.63
Ctu_SK141,Cke_CTNIH27,81.80,[78 - 85.2%],0.1230,92.73,36.10,[33.6 - 38.6%],0.1137,0.92,70.60,[67.2 - 73.9%],0.2228,76.37,1.73
Ctu_SK141,Cke_EYE_437,85.10,[81.4 - 88.2%],0.1065,95.04,36.60,[34.1 - 39.1%],0.1118,1.07,73.50,[70 - 76.7%],0.2063,85.18,1.32
Ctu_SK141,Cke_FDAARGOS_1055,83.10,[79.3 - 86.4%],0.1167,93.7,36.20,[33.8 - 38.8%],0.1131,0.97,71.70,[68.2 - 74.9%],0.2166,80.03,1.56
Ctu_SK141,Cke_LK1134,85.50,[81.8 - 88.6%],0.1045,95.26,36.40,[34 - 38.9%],0.1125,1.01,73.70,[70.2 - 76.9%],0.2052,85.65,1.36
Ctu_SK141,Cke_YSMAA5_1_D11,83.10,[79.2 - 86.3%],0.1169,93.68,36.60,[34.1 - 39.1%],0.1118,1.07,71.90,[68.4 - 75.1%],0.2156,80.57,1.56
Ctu_SK141,Cmq_c19Ua_121,87.10,[83.5 - 90%],0.0965,96.07,55.30,[52.5 - 58%],0.0603,35.97,83.20,[79.9 - 86.1%],0.1510,97.55,0.54
Ctu_SK141,Cmq_KPL4083,86.70,[83.1 - 89.6%],0.0986,95.87,53.10,[50.4 - 55.8%],0.0647,28.64,82.20,[78.8 - 85.1%],0.1569,97.01,0.52
Ctu_SK141,Cmq_MSK144,88.40,[85 - 91.1%],0.0894,96.67,53.90,[51.2 - 56.6%],0.0630,31.36,83.90,[80.7 - 86.7%],0.1468,97.88,0.44
Ctu_SK141,Cna_KPL2825,84.20,[80.5 - 87.4%],0.1110,94.48,36.00,[33.6 - 38.5%],0.1140,0.9,72.40,[69 - 75.7%],0.2124,82.29,1.44
Ctu_SK141,Cna_KPL3649,84.10,[80.3 - 87.2%],0.1119,94.37,36.20,[33.8 - 38.8%],0.1131,0.97,72.50,[69 - 75.7%],0.2123,82.32,1.51
Ctu_SK141,Cna_KPL3804,83.40,[79.5 - 86.6%],0.1154,93.89,36.50,[34 - 39%],0.1122,1.04,72.10,[68.6 - 75.3%],0.2146,81.11,1.52
Ctu_SK141,Cna_KPL4035,83.00,[79.2 - 86.3%],0.1171,93.66,36.30,[33.8 - 38.8%],0.1130,0.97,71.70,[68.2 - 74.9%],0.2168,79.91,1.60
Ctu_SK141,Cna_KPL4072,83.80,[80 - 87%],0.1134,94.17,36.00,[33.6 - 38.6%],0.1139,0.91,72.10,[68.6 - 75.3%],0.2144,81.22,1.55
Ctu_SK141,Cna_MSK071,83.50,[79.7 - 86.7%],0.1146,94.01,36.20,[33.8 - 38.8%],0.1131,0.97,72.00,[68.6 - 75.3%],0.2148,81.05,1.52
Ctu_SK141,Cna_MSK185,86.80,[83.2 - 89.7%],0.0977,95.96,36.50,[34.1 - 39%],0.1120,1.05,74.80,[71.4 - 78%],0.1988,88.21,1.36
Ctu_SK141,Cna_MSK194,84.00,[80.2 - 87.2%],0.1121,94.34,36.50,[34 - 39%],0.1123,1.03,72.50,[69.1 - 75.8%],0.2118,82.6,1.50
Ctu_SK141,Ctu_DSM_44922,90.70,[87.5 - 93.1%],0.0772,97.51,67.20,[64.3 - 70.1%],0.0401,72.74,89.30,[86.4 - 91.6%],0.1142,99.31,0.27
Ctu_SK141,Ctu_KPL3807,88.50,[85.1 - 91.3%],0.0887,96.73,60.00,[57.1 - 62.8%],0.0516,52.29,85.80,[82.6 - 88.4%],0.1358,98.55,0.09
Ctu_SK141,Ctu_MSK207,90.70,[87.5 - 93.1%],0.0771,97.52,62.60,[59.7 - 65.4%],0.0473,60.51,88.20,[85.3 - 90.7%],0.1207,99.14,0.01
Ctu_SK141,Ctu_SK141,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
Ctu_SK141,Cyo_c21Ua_68,84.90,[81.2 - 88%],0.1075,94.91,36.20,[33.8 - 38.7%],0.1132,0.96,73.10,[69.6 - 76.3%],0.2085,84.18,1.33
