,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cke_EYE_437,Ccu_c8Ua_181,76.80,[72.9 - 80.4%],0.1482,87.31,31.60,[29.2 - 34.1%],0.1340,0.2,64.00,[60.6 - 67.2%],0.2623,44.75,0.20
Cke_EYE_437,Ccu_CTNIH19,80.80,[76.9 - 84.2%],0.1282,91.82,31.70,[29.3 - 34.2%],0.1335,0.2,66.90,[63.5 - 70.2%],0.2446,60.1,0.09
Cke_EYE_437,Cha_CTNIH20,79.10,[75.1 - 82.6%],0.1369,90.07,32.60,[30.2 - 35.1%],0.1289,0.29,66.30,[62.9 - 69.6%],0.2481,57.09,0.16
Cke_EYE_437,Cha_CTNIH21,78.30,[74.3 - 81.8%],0.1409,89.16,32.70,[30.3 - 35.2%],0.1283,0.3,65.80,[62.4 - 69%],0.2512,54.48,0.24
Cke_EYE_437,Cha_CTNIH22,76.40,[72.4 - 80%],0.1504,86.68,33.00,[30.6 - 35.5%],0.1271,0.33,64.60,[61.3 - 67.8%],0.2584,48.11,0.24
Cke_EYE_437,Cha_CTNIH23,79.60,[75.6 - 83%],0.1344,90.62,32.70,[30.2 - 35.2%],0.1286,0.3,66.70,[63.3 - 70%],0.2457,59.18,0.14
Cke_EYE_437,Cke_CTNIH24,88.60,[85.2 - 91.3%],0.0883,96.77,78.50,[75.5 - 81.2%],0.0251,89.35,89.70,[87 - 92%],0.1112,99.38,0.31
Cke_EYE_437,Cke_CTNIH27,87.80,[84.3 - 90.6%],0.0929,96.39,80.60,[77.7 - 83.3%],0.0226,91.07,89.40,[86.6 - 91.7%],0.1134,99.33,0.40
Cke_EYE_437,Cke_EYE_437,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
Cke_EYE_437,Cke_FDAARGOS_1055,90.60,[87.4 - 93%],0.0778,97.48,83.90,[81.1 - 86.3%],0.0189,93.13,92.10,[89.6 - 94%],0.0952,99.65,0.24
Cke_EYE_437,Cke_LK1134,94.40,[92 - 96.1%],0.0552,98.54,84.90,[82.1 - 87.2%],0.0178,93.65,95.10,[93.2 - 96.5%],0.0720,99.84,0.04
Cke_EYE_437,Cke_YSMAA5_1_D11,88.60,[85.2 - 91.3%],0.0882,96.77,81.00,[78.1 - 83.6%],0.0221,91.35,90.20,[87.4 - 92.4%],0.1084,99.44,0.24
Cke_EYE_437,Cmq_c19Ua_121,80.00,[76.1 - 83.5%],0.1321,91.08,36.10,[33.6 - 38.6%],0.1138,0.92,69.30,[65.8 - 72.5%],0.2308,70.9,0.79
Cke_EYE_437,Cmq_KPL4083,84.30,[80.5 - 87.4%],0.1107,94.52,36.60,[34.1 - 39.1%],0.1118,1.07,72.80,[69.4 - 76%],0.2102,83.4,0.80
Cke_EYE_437,Cmq_MSK144,84.30,[80.5 - 87.4%],0.1107,94.52,35.90,[33.4 - 38.4%],0.1146,0.86,72.40,[68.9 - 75.6%],0.2127,82.15,0.88
Cke_EYE_437,Cna_KPL2825,89.50,[86.2 - 92.1%],0.0837,97.1,83.50,[80.7 - 86%],0.0193,92.91,91.20,[88.6 - 93.3%],0.1014,99.56,0.11
Cke_EYE_437,Cna_KPL3649,91.90,[88.9 - 94.1%],0.0705,97.88,80.60,[77.7 - 83.3%],0.0226,91.07,92.60,[90.2 - 94.5%],0.0915,99.69,0.19
Cke_EYE_437,Cna_KPL3804,89.40,[86.1 - 92%],0.0840,97.08,80.90,[78 - 83.5%],0.0223,91.23,90.80,[88.1 - 92.9%],0.1045,99.51,0.19
Cke_EYE_437,Cna_KPL4035,87.40,[83.9 - 90.3%],0.0948,96.23,77.20,[74.2 - 80%],0.0267,88.16,88.50,[85.6 - 90.9%],0.1189,99.19,0.28
Cke_EYE_437,Cna_KPL4072,88.70,[85.3 - 91.4%],0.0878,96.8,80.80,[77.9 - 83.5%],0.0224,91.22,90.20,[87.5 - 92.4%],0.1082,99.44,0.23
Cke_EYE_437,Cna_MSK071,91.40,[88.3 - 93.7%],0.0732,97.74,80.60,[77.7 - 83.3%],0.0226,91.07,92.20,[89.8 - 94.1%],0.0942,99.66,0.19
Cke_EYE_437,Cna_MSK185,93.40,[90.7 - 95.3%],0.0615,98.3,81.40,[78.5 - 84%],0.0217,91.6,93.90,[91.8 - 95.5%],0.0819,99.78,0.04
Cke_EYE_437,Cna_MSK194,90.00,[86.7 - 92.5%],0.0812,97.27,80.90,[78 - 83.5%],0.0223,91.23,91.20,[88.6 - 93.2%],0.1017,99.56,0.18
Cke_EYE_437,Ctu_DSM_44922,82.50,[78.6 - 85.8%],0.1198,93.24,36.70,[34.2 - 39.2%],0.1115,1.09,71.50,[68 - 74.7%],0.2180,79.26,1.05
Cke_EYE_437,Ctu_KPL3807,81.50,[77.6 - 84.8%],0.1249,92.41,35.50,[33.1 - 38.1%],0.1159,0.78,70.00,[66.6 - 73.3%],0.2264,74.01,1.23
Cke_EYE_437,Ctu_MSK207,84.70,[81 - 87.9%],0.1085,94.8,35.70,[33.3 - 38.2%],0.1152,0.83,72.70,[69.2 - 75.9%],0.2111,82.93,1.32
Cke_EYE_437,Ctu_SK141,85.10,[81.4 - 88.2%],0.1065,95.04,36.60,[34.1 - 39.1%],0.1118,1.07,73.50,[70 - 76.7%],0.2063,85.18,1.32
Cke_EYE_437,Cyo_c21Ua_68,86.90,[83.3 - 89.8%],0.0974,95.99,40.30,[37.8 - 42.8%],0.0985,2.9,77.00,[73.6 - 80.2%],0.1864,92.04,0.00
Cke_EYE_437,Cyo_KPL2619,88.40,[84.9 - 91.1%],0.0896,96.66,40.10,[37.6 - 42.6%],0.0991,2.79,78.20,[74.7 - 81.3%],0.1798,93.57,0.05
Cke_EYE_437,Cyo_MSK136,84.60,[80.8 - 87.7%],0.1092,94.71,40.30,[37.8 - 42.8%],0.0986,2.9,75.10,[71.7 - 78.3%],0.1970,88.85,0.16
