,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cke_YSMAA5_1_D11,Ccu_c8Ua_181,77.60,[73.6 - 81.1%],0.1443,88.32,31.60,[29.2 - 34.1%],0.1336,0.2,64.60,[61.2 - 67.8%],0.2586,47.95,0.04
Cke_YSMAA5_1_D11,Ccu_CTNIH19,79.90,[76 - 83.4%],0.1327,90.97,31.60,[29.2 - 34.1%],0.1336,0.2,66.30,[62.9 - 69.5%],0.2486,56.71,0.15
Cke_YSMAA5_1_D11,Cha_CTNIH20,80.40,[76.4 - 83.8%],0.1305,91.39,32.80,[30.3 - 35.3%],0.1281,0.31,67.40,[64 - 70.6%],0.2420,62.28,0.08
Cke_YSMAA5_1_D11,Cha_CTNIH21,80.00,[76.1 - 83.5%],0.1321,91.07,32.80,[30.4 - 35.4%],0.1277,0.32,67.20,[63.8 - 70.4%],0.2430,61.43,0.00
Cke_YSMAA5_1_D11,Cha_CTNIH22,77.90,[73.9 - 81.4%],0.1429,88.68,33.10,[30.7 - 35.6%],0.1265,0.35,65.80,[62.4 - 69%],0.2513,54.35,0.00
Cke_YSMAA5_1_D11,Cha_CTNIH23,80.80,[76.9 - 84.2%],0.1283,91.81,32.70,[30.3 - 35.2%],0.1285,0.3,67.60,[64.2 - 70.9%],0.2403,63.65,0.10
Cke_YSMAA5_1_D11,Cke_CTNIH24,91.70,[88.8 - 94%],0.0712,97.85,80.20,[77.3 - 82.8%],0.0231,90.75,92.50,[90 - 94.3%],0.0927,99.68,0.07
Cke_YSMAA5_1_D11,Cke_CTNIH27,92.60,[89.7 - 94.7%],0.0665,98.08,80.60,[77.7 - 83.2%],0.0226,91.04,93.20,[90.9 - 94.9%],0.0876,99.73,0.16
Cke_YSMAA5_1_D11,Cke_EYE_437,88.60,[85.2 - 91.3%],0.0882,96.77,81.00,[78.1 - 83.6%],0.0221,91.35,90.20,[87.4 - 92.4%],0.1084,99.44,0.24
Cke_YSMAA5_1_D11,Cke_FDAARGOS_1055,91.00,[87.9 - 93.4%],0.0752,97.63,83.30,[80.5 - 85.8%],0.0196,92.8,92.40,[90 - 94.3%],0.0933,99.67,0.00
Cke_YSMAA5_1_D11,Cke_LK1134,93.10,[90.3 - 95.1%],0.0635,98.21,80.40,[77.5 - 83%],0.0229,90.9,93.50,[91.3 - 95.2%],0.0849,99.75,0.20
Cke_YSMAA5_1_D11,Cke_YSMAA5_1_D11,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
Cke_YSMAA5_1_D11,Cmq_c19Ua_121,81.60,[77.7 - 84.9%],0.1243,92.52,35.70,[33.3 - 38.2%],0.1152,0.83,70.20,[66.8 - 73.5%],0.2251,74.84,1.03
Cke_YSMAA5_1_D11,Cmq_KPL4083,84.30,[80.5 - 87.5%],0.1106,94.53,36.40,[33.9 - 38.9%],0.1126,1.01,72.70,[69.3 - 75.9%],0.2108,83.11,1.04
Cke_YSMAA5_1_D11,Cmq_MSK144,86.60,[83 - 89.5%],0.0989,95.84,35.70,[33.3 - 38.2%],0.1153,0.82,74.10,[70.6 - 77.3%],0.2028,86.67,1.12
Cke_YSMAA5_1_D11,Cna_KPL2825,91.00,[87.9 - 93.4%],0.0752,97.63,84.00,[81.2 - 86.4%],0.0188,93.19,92.50,[90.1 - 94.3%],0.0926,99.68,0.12
Cke_YSMAA5_1_D11,Cna_KPL3649,94.40,[91.9 - 96.1%],0.0555,98.53,85.80,[83.2 - 88.1%],0.0167,94.13,95.20,[93.4 - 96.6%],0.0713,99.85,0.05
Cke_YSMAA5_1_D11,Cna_KPL3804,99.70,[99.3 - 99.9%],0.0093,99.52,99.60,[99.4 - 99.8%],0.0008,98.2,99.90,[99.7 - 99.9%],0.0100,99.98,0.04
Cke_YSMAA5_1_D11,Cna_KPL4035,93.70,[91.1 - 95.6%],0.0597,98.37,78.60,[75.6 - 81.2%],0.0251,89.39,93.70,[91.5 - 95.4%],0.0833,99.77,0.04
Cke_YSMAA5_1_D11,Cna_KPL4072,94.10,[91.6 - 95.9%],0.0570,98.47,81.30,[78.4 - 83.9%],0.0219,91.52,94.50,[92.4 - 96%],0.0776,99.81,0.01
Cke_YSMAA5_1_D11,Cna_MSK071,94.60,[92.2 - 96.3%],0.0540,98.58,85.70,[83.1 - 88.1%],0.0168,94.09,95.40,[93.6 - 96.7%],0.0699,99.85,0.05
Cke_YSMAA5_1_D11,Cna_MSK185,93.80,[91.1 - 95.6%],0.0593,98.38,79.70,[76.8 - 82.4%],0.0237,90.36,93.90,[91.8 - 95.6%],0.0816,99.78,0.20
Cke_YSMAA5_1_D11,Cna_MSK194,99.80,[99.6 - 99.9%],0.0062,99.56,99.60,[99.4 - 99.8%],0.0008,98.2,99.90,[99.9 - 100%],0.0070,99.98,0.06
Cke_YSMAA5_1_D11,Ctu_DSM_44922,79.30,[75.3 - 82.8%],0.1358,90.31,36.40,[34 - 38.9%],0.1124,1.02,68.90,[65.5 - 72.1%],0.2330,69.33,1.29
Cke_YSMAA5_1_D11,Ctu_KPL3807,80.60,[76.7 - 84%],0.1292,91.65,35.30,[32.8 - 37.8%],0.1171,0.72,69.20,[65.8 - 72.4%],0.2311,70.71,1.47
Cke_YSMAA5_1_D11,Ctu_MSK207,83.20,[79.4 - 86.5%],0.1161,93.79,35.60,[33.1 - 38.1%],0.1157,0.79,71.40,[67.9 - 74.6%],0.2184,78.99,1.56
Cke_YSMAA5_1_D11,Ctu_SK141,83.10,[79.2 - 86.3%],0.1169,93.68,36.60,[34.1 - 39.1%],0.1118,1.07,71.90,[68.4 - 75.1%],0.2156,80.57,1.56
Cke_YSMAA5_1_D11,Cyo_c21Ua_68,87.40,[83.8 - 90.2%],0.0948,96.22,40.20,[37.7 - 42.8%],0.0987,2.87,77.40,[73.9 - 80.5%],0.1842,92.58,0.23
Cke_YSMAA5_1_D11,Cyo_KPL2619,87.00,[83.4 - 89.9%],0.0968,96.04,40.10,[37.6 - 42.6%],0.0991,2.79,77.00,[73.6 - 80.2%],0.1863,92.05,0.19
