,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cna_MSK071,Ccu_c8Ua_181,77.30,[73.3 - 80.8%],0.1460,87.88,31.50,[29.1 - 34%],0.1343,0.19,64.20,[60.9 - 67.5%],0.2607,46.15,0.00
Cna_MSK071,Ccu_CTNIH19,79.50,[75.6 - 83%],0.1347,90.55,31.50,[29.1 - 34%],0.1343,0.19,65.90,[62.5 - 69.1%],0.2509,54.67,0.10
Cna_MSK071,Cha_CTNIH20,79.00,[75 - 82.5%],0.1375,89.95,32.60,[30.2 - 35.1%],0.1290,0.29,66.20,[62.8 - 69.5%],0.2488,56.55,0.03
Cna_MSK071,Cha_CTNIH21,77.80,[73.8 - 81.4%],0.1433,88.59,32.60,[30.2 - 35.1%],0.1289,0.29,65.40,[62 - 68.6%],0.2537,52.25,0.04
Cna_MSK071,Cha_CTNIH22,76.60,[72.7 - 80.2%],0.1493,87.02,33.00,[30.5 - 35.5%],0.1272,0.33,64.80,[61.4 - 68%],0.2575,48.93,0.05
Cna_MSK071,Cha_CTNIH23,78.30,[74.3 - 81.8%],0.1410,89.14,32.50,[30.1 - 35%],0.1293,0.28,65.70,[62.3 - 68.9%],0.2521,53.69,0.05
Cna_MSK071,Cke_CTNIH24,93.90,[91.4 - 95.8%],0.0583,98.42,79.60,[76.7 - 82.3%],0.0238,90.27,94.10,[91.9 - 95.7%],0.0807,99.79,0.11
Cna_MSK071,Cke_CTNIH27,93.00,[90.3 - 95%],0.0637,98.2,85.60,[82.9 - 87.9%],0.0169,94.03,94.20,[92.1 - 95.8%],0.0796,99.79,0.21
Cna_MSK071,Cke_EYE_437,91.40,[88.3 - 93.7%],0.0732,97.74,80.60,[77.7 - 83.3%],0.0226,91.07,92.20,[89.8 - 94.1%],0.0942,99.66,0.19
Cna_MSK071,Cke_FDAARGOS_1055,93.30,[90.6 - 95.3%],0.0619,98.28,84.30,[81.6 - 86.7%],0.0184,93.38,94.30,[92.2 - 95.8%],0.0791,99.8,0.05
Cna_MSK071,Cke_LK1134,95.30,[93.1 - 96.8%],0.0495,98.73,81.50,[78.6 - 84.1%],0.0216,91.69,95.40,[93.5 - 96.7%],0.0700,99.85,0.15
Cna_MSK071,Cke_YSMAA5_1_D11,94.60,[92.2 - 96.3%],0.0540,98.58,85.70,[83.1 - 88.1%],0.0168,94.09,95.40,[93.6 - 96.7%],0.0699,99.85,0.05
Cna_MSK071,Cmq_c19Ua_121,80.40,[76.4 - 83.8%],0.1305,91.4,35.70,[33.2 - 38.2%],0.1154,0.81,69.30,[65.8 - 72.5%],0.2308,70.9,0.98
Cna_MSK071,Cmq_KPL4083,84.10,[80.3 - 87.3%],0.1116,94.41,36.50,[34 - 39%],0.1121,1.04,72.60,[69.2 - 75.9%],0.2112,82.87,1.00
Cna_MSK071,Cmq_MSK144,86.00,[82.4 - 89%],0.1019,95.54,35.80,[33.3 - 38.3%],0.1150,0.84,73.70,[70.2 - 76.9%],0.2051,85.69,1.08
Cna_MSK071,Cna_KPL2825,90.60,[87.5 - 93.1%],0.0774,97.5,84.50,[81.7 - 86.9%],0.0182,93.45,92.20,[89.8 - 94.1%],0.0942,99.66,0.08
Cna_MSK071,Cna_KPL3649,99.80,[99.6 - 99.9%],0.0066,99.55,99.80,[99.6 - 99.9%],0.0005,98.24,99.90,[99.8 - 100%],0.0071,99.98,0.00
Cna_MSK071,Cna_KPL3804,93.80,[91.2 - 95.7%],0.0588,98.4,85.80,[83.1 - 88.1%],0.0168,94.11,94.80,[92.9 - 96.3%],0.0746,99.83,0.00
Cna_MSK071,Cna_KPL4035,92.40,[89.5 - 94.5%],0.0675,98.03,77.30,[74.3 - 80.1%],0.0266,88.27,92.50,[90.1 - 94.4%],0.0923,99.68,0.09
Cna_MSK071,Cna_KPL4072,93.50,[90.9 - 95.4%],0.0608,98.33,80.40,[77.5 - 83%],0.0229,90.9,93.90,[91.7 - 95.5%],0.0823,99.77,0.04
Cna_MSK071,Cna_MSK071,100.00,[100 - 100%],0.0002,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0002,99.99,0.00
Cna_MSK071,Cna_MSK185,95.40,[93.2 - 96.9%],0.0485,98.76,80.60,[77.7 - 83.3%],0.0226,91.07,95.40,[93.5 - 96.7%],0.0700,99.85,0.15
Cna_MSK071,Cna_MSK194,94.30,[91.8 - 96%],0.0562,98.5,85.80,[83.1 - 88.1%],0.0168,94.1,95.10,[93.3 - 96.5%],0.0720,99.84,0.01
Cna_MSK071,Ctu_DSM_44922,80.50,[76.6 - 83.9%],0.1297,91.54,36.30,[33.8 - 38.8%],0.1129,0.98,69.70,[66.3 - 73%],0.2280,72.91,1.24
