,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Ccu_CTNIH19,Ccu_c8Ua_181,96.40,[94.5 - 97.7%],0.0418,98.94,99.60,[99.4 - 99.8%],0.0008,98.19,98.10,[97.1 - 98.8%],0.0425,99.94,0.11
Ccu_CTNIH19,Ccu_CTNIH19,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
Ccu_CTNIH19,Cha_CTNIH20,84.30,[80.5 - 87.5%],0.1106,94.53,53.20,[50.5 - 55.8%],0.0646,28.78,80.20,[76.8 - 83.2%],0.1681,95.63,0.07
Ccu_CTNIH19,Cha_CTNIH21,83.50,[79.7 - 86.7%],0.1147,94,52.40,[49.8 - 55.1%],0.0662,26.36,79.30,[75.9 - 82.4%],0.1733,94.81,0.15
Ccu_CTNIH19,Cha_CTNIH22,81.10,[77.2 - 84.5%],0.1267,92.1,51.90,[49.2 - 54.5%],0.0674,24.64,77.20,[73.7 - 80.3%],0.1856,92.24,0.15
Ccu_CTNIH19,Cha_CTNIH23,83.90,[80.1 - 87.1%],0.1127,94.26,52.00,[49.3 - 54.7%],0.0671,25.05,79.50,[76.1 - 82.5%],0.1723,94.98,0.05
Ccu_CTNIH19,Cke_CTNIH24,81.60,[77.7 - 85%],0.1242,92.54,31.60,[29.2 - 34.1%],0.1337,0.2,67.50,[64.1 - 70.7%],0.2413,62.84,0.22
Ccu_CTNIH19,Cke_CTNIH27,79.60,[75.6 - 83%],0.1345,90.59,31.60,[29.2 - 34.1%],0.1336,0.2,66.00,[62.6 - 69.2%],0.2501,55.4,0.31
Ccu_CTNIH19,Cke_EYE_437,80.80,[76.9 - 84.2%],0.1282,91.82,31.70,[29.3 - 34.2%],0.1335,0.2,66.90,[63.5 - 70.2%],0.2446,60.1,0.09
Ccu_CTNIH19,Cke_FDAARGOS_1055,80.20,[76.2 - 83.6%],0.1316,91.18,31.60,[29.2 - 34.1%],0.1336,0.2,66.40,[63 - 69.6%],0.2476,57.56,0.15
Ccu_CTNIH19,Cke_LK1134,82.50,[78.6 - 85.8%],0.1198,93.25,31.70,[29.3 - 34.2%],0.1333,0.21,68.20,[64.8 - 71.4%],0.2371,66.16,0.05
Ccu_CTNIH19,Cke_YSMAA5_1_D11,79.90,[76 - 83.4%],0.1327,90.97,31.60,[29.2 - 34.1%],0.1336,0.2,66.30,[62.9 - 69.5%],0.2486,56.71,0.15
Ccu_CTNIH19,Cmq_c19Ua_121,81.00,[77.1 - 84.4%],0.1272,92.01,34.40,[32 - 37%],0.1205,0.55,69.00,[65.6 - 72.2%],0.2324,69.77,0.88
Ccu_CTNIH19,Cmq_KPL4083,83.90,[80.1 - 87.1%],0.1126,94.27,34.40,[32 - 36.9%],0.1208,0.54,71.10,[67.7 - 74.4%],0.2199,78.16,0.89
Ccu_CTNIH19,Cmq_MSK144,84.90,[81.1 - 88%],0.1079,94.87,34.70,[32.2 - 37.2%],0.1196,0.59,72.10,[68.6 - 75.3%],0.2146,81.16,0.97
Ccu_CTNIH19,Cna_KPL2825,81.60,[77.7 - 84.9%],0.1244,92.5,31.40,[29 - 33.9%],0.1346,0.19,67.30,[63.9 - 70.5%],0.2423,62.02,0.02
Ccu_CTNIH19,Cna_KPL3649,80.50,[76.6 - 83.9%],0.1299,91.51,31.50,[29.1 - 34%],0.1344,0.19,66.50,[63.1 - 69.8%],0.2468,58.19,0.10
Ccu_CTNIH19,Cna_KPL3804,80.60,[76.7 - 84%],0.1291,91.66,31.60,[29.2 - 34.1%],0.1338,0.2,66.70,[63.3 - 70%],0.2457,59.19,0.10
Ccu_CTNIH19,Cna_KPL4035,80.70,[76.8 - 84.1%],0.1288,91.72,31.50,[29.1 - 34.1%],0.1340,0.2,66.80,[63.4 - 70%],0.2456,59.27,0.19
Ccu_CTNIH19,Cna_KPL4072,81.20,[77.3 - 84.6%],0.1262,92.18,31.50,[29.1 - 34%],0.1341,0.19,67.10,[63.7 - 70.4%],0.2434,61.08,0.14
Ccu_CTNIH19,Cna_MSK071,79.50,[75.6 - 83%],0.1347,90.55,31.50,[29.1 - 34%],0.1343,0.19,65.90,[62.5 - 69.1%],0.2509,54.67,0.10
Ccu_CTNIH19,Cna_MSK185,82.10,[78.2 - 85.4%],0.1218,92.93,31.50,[29.1 - 34%],0.1342,0.19,67.70,[64.3 - 71%],0.2397,64.13,0.05
Ccu_CTNIH19,Cna_MSK194,81.20,[77.3 - 84.5%],0.1265,92.13,31.60,[29.2 - 34.1%],0.1339,0.2,67.10,[63.7 - 70.3%],0.2435,60.99,0.09
Ccu_CTNIH19,Ctu_DSM_44922,77.50,[73.5 - 81%],0.1451,88.13,34.40,[32 - 36.9%],0.1207,0.54,66.30,[62.9 - 69.5%],0.2482,57.01,1.14
Ccu_CTNIH19,Ctu_KPL3807,83.20,[79.4 - 86.4%],0.1163,93.76,34.80,[32.4 - 37.4%],0.1188,0.63,70.90,[67.4 - 74.1%],0.2213,77.26,1.32
Ccu_CTNIH19,Ctu_MSK207,85.90,[82.3 - 88.9%],0.1024,95.49,34.60,[32.2 - 37.1%],0.1198,0.58,72.90,[69.4 - 76.1%],0.2099,83.52,1.41
Ccu_CTNIH19,Ctu_SK141,83.60,[79.8 - 86.8%],0.1141,94.08,34.50,[32.1 - 37%],0.1202,0.56,71.00,[67.6 - 74.3%],0.2205,77.75,1.41
Ccu_CTNIH19,Cyo_c21Ua_68,81.00,[77.1 - 84.4%],0.1274,91.98,31.40,[29 - 33.9%],0.1346,0.19,66.90,[63.5 - 70.1%],0.2448,59.93,0.09
Ccu_CTNIH19,Cyo_KPL2619,83.50,[79.7 - 86.7%],0.1146,94,31.50,[29.1 - 34%],0.1343,0.19,68.80,[65.4 - 72%],0.2336,68.88,0.04
Ccu_CTNIH19,Cyo_MSK136,78.80,[74.8 - 82.3%],0.1386,89.71,31.50,[29.1 - 34%],0.1345,0.19,65.30,[61.9 - 68.5%],0.2544,51.65,0.06
