,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
Cmq_c19Ua_121,Ccu_c8Ua_181,79.00,[75 - 82.5%],0.1375,89.95,34.60,[32.2 - 37.1%],0.1198,0.58,67.60,[64.1 - 70.8%],0.2408,63.23,0.99
Cmq_c19Ua_121,Ccu_CTNIH19,81.00,[77.1 - 84.4%],0.1272,92.01,34.40,[32 - 37%],0.1205,0.55,69.00,[65.6 - 72.2%],0.2324,69.77,0.88
Cmq_c19Ua_121,Cha_CTNIH20,85.20,[81.5 - 88.2%],0.1063,95.06,37.70,[35.3 - 40.3%],0.1074,1.49,74.20,[70.7 - 77.4%],0.2022,86.9,0.95
Cmq_c19Ua_121,Cha_CTNIH21,81.30,[77.4 - 84.7%],0.1256,92.3,38.00,[35.6 - 40.6%],0.1063,1.63,71.40,[67.9 - 74.6%],0.2185,78.98,1.03
Cmq_c19Ua_121,Cha_CTNIH22,81.90,[78 - 85.2%],0.1229,92.74,37.80,[35.3 - 40.3%],0.1071,1.52,71.70,[68.2 - 74.9%],0.2169,79.87,1.03
Cmq_c19Ua_121,Cha_CTNIH23,81.70,[77.9 - 85.1%],0.1236,92.64,38.60,[36.1 - 41.1%],0.1043,1.89,72.00,[68.5 - 75.2%],0.2150,80.95,0.93
Cmq_c19Ua_121,Cke_CTNIH24,82.00,[78.1 - 85.3%],0.1223,92.84,35.70,[33.2 - 38.2%],0.1154,0.81,70.50,[67 - 73.7%],0.2236,75.82,1.10
Cmq_c19Ua_121,Cke_CTNIH27,79.30,[75.4 - 82.8%],0.1357,90.34,35.70,[33.3 - 38.2%],0.1152,0.83,68.50,[65.1 - 71.7%],0.2352,67.64,1.19
Cmq_c19Ua_121,Cke_EYE_437,80.00,[76.1 - 83.5%],0.1321,91.08,36.10,[33.6 - 38.6%],0.1138,0.92,69.30,[65.8 - 72.5%],0.2308,70.9,0.79
Cmq_c19Ua_121,Cke_FDAARGOS_1055,80.90,[77 - 84.3%],0.1277,91.92,35.90,[33.4 - 38.4%],0.1146,0.87,69.80,[66.4 - 73%],0.2276,73.18,1.03
Cmq_c19Ua_121,Cke_LK1134,82.70,[78.9 - 86%],0.1186,93.42,36.00,[33.6 - 38.5%],0.1140,0.9,71.30,[67.8 - 74.5%],0.2191,78.59,0.83
Cmq_c19Ua_121,Cke_YSMAA5_1_D11,81.60,[77.7 - 84.9%],0.1243,92.52,35.70,[33.3 - 38.2%],0.1152,0.83,70.20,[66.8 - 73.5%],0.2251,74.84,1.03
