,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
KPL4035,CT01,90.90,[87.8 - 93.3%],0.0757,97.6,75.80,[72.8 - 78.6%],0.0284,86.68,91.10,[88.5 - 93.2%],0.1020,99.55,0.19
KPL4035,CTNIH2,92.30,[89.4 - 94.4%],0.0681,98,84.80,[82.1 - 87.2%],0.0179,93.62,93.50,[91.3 - 95.2%],0.0847,99.75,0.04
KPL4035,CTNIH6,92.10,[89.2 - 94.3%],0.0692,97.95,78.30,[75.3 - 81%],0.0254,89.17,92.40,[90 - 94.3%],0.0928,99.67,0.01
KPL4035,CTNIH14,88.80,[85.5 - 91.5%],0.0872,96.85,77.30,[74.3 - 80%],0.0266,88.22,89.70,[86.9 - 91.9%],0.1115,99.38,0.13
KPL4035,CTNIH24,92.20,[89.3 - 94.4%],0.0686,97.98,84.80,[82 - 87.2%],0.0179,93.61,93.50,[91.2 - 95.2%],0.0852,99.75,0.03
KPL4035,CTNIH27,91.50,[88.5 - 93.8%],0.0723,97.79,78.30,[75.3 - 81%],0.0254,89.14,92.00,[89.5 - 93.9%],0.0959,99.64,0.13
KPL4035,EYE_346,94.10,[91.5 - 95.9%],0.0574,98.46,78.80,[75.9 - 81.5%],0.0248,89.63,94.10,[91.9 - 95.7%],0.0807,99.79,0.15
KPL4035,EYE_437,87.40,[83.9 - 90.3%],0.0948,96.23,77.20,[74.2 - 80%],0.0267,88.16,88.50,[85.6 - 90.9%],0.1189,99.19,0.28
KPL4035,FDAARGOS_1055,88.30,[84.9 - 91.1%],0.0898,96.65,77.70,[74.7 - 80.4%],0.0262,88.58,89.40,[86.5 - 91.7%],0.1136,99.33,0.04
KPL4035,KPL2825,90.20,[87 - 92.7%],0.0798,97.36,77.60,[74.6 - 80.3%],0.0263,88.5,90.80,[88.2 - 92.9%],0.1040,99.52,0.16
KPL4035,KPL3649,92.70,[89.8 - 94.7%],0.0659,98.1,77.30,[74.3 - 80.1%],0.0266,88.25,92.70,[90.4 - 94.5%],0.0908,99.7,0.09
KPL4035,KPL3804,93.30,[90.7 - 95.3%],0.0618,98.28,78.60,[75.7 - 81.3%],0.0250,89.45,93.50,[91.2 - 95.2%],0.0852,99.75,0.08
KPL4035,KPL4035,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
KPL4035,KPL4072,94.20,[91.7 - 96%],0.0567,98.48,82.10,[79.3 - 84.7%],0.0209,92.1,94.60,[92.6 - 96.1%],0.0764,99.82,0.05
KPL4035,LK1134,91.90,[88.9 - 94.1%],0.0705,97.88,76.50,[73.5 - 79.3%],0.0276,87.46,92.00,[89.5 - 93.9%],0.0961,99.63,0.24
KPL4035,MSK071,92.40,[89.5 - 94.5%],0.0675,98.03,77.30,[74.3 - 80.1%],0.0266,88.27,92.50,[90.1 - 94.4%],0.0923,99.68,0.09
KPL4035,MSK163,94.20,[91.8 - 96%],0.0562,98.5,78.90,[75.9 - 81.6%],0.0247,89.67,94.20,[92.1 - 95.8%],0.0796,99.79,0.10
KPL4035,MSK185,92.60,[89.7 - 94.7%],0.0664,98.08,76.20,[73.2 - 78.9%],0.0280,87.09,92.50,[90.1 - 94.3%],0.0925,99.68,0.24
KPL4035,MSK194,93.60,[91 - 95.5%],0.0600,98.36,78.70,[75.7 - 81.4%],0.0249,89.52,93.70,[91.5 - 95.4%],0.0834,99.76,0.10
KPL4035,P5_C4,98.70,[97.8 - 99.3%],0.0218,99.35,98.00,[97.1 - 98.6%],0.0031,97.85,99.30,[98.8 - 99.6%],0.0249,99.97,0.10
KPL4035,P7_C1,94.60,[92.1 - 96.3%],0.0543,98.57,83.90,[81.1 - 86.3%],0.0189,93.14,95.10,[93.2 - 96.5%],0.0722,99.84,0.11
KPL4035,P7_F1,94.80,[92.4 - 96.5%],0.0527,98.62,83.80,[81 - 86.3%],0.0189,93.1,95.30,[93.4 - 96.7%],0.0706,99.85,0.13
KPL4035,SB,80.40,[76.5 - 83.8%],0.1303,91.43,66.90,[64 - 69.8%],0.0405,72.05,80.70,[77.3 - 83.7%],0.1655,96,0.93
KPL4035,YSMAA1_1_C6,89.60,[86.3 - 92.2%],0.0831,97.14,76.30,[73.3 - 79%],0.0279,87.18,90.10,[87.4 - 92.3%],0.1087,99.43,0.02
KPL4035,YSMAA1_2_B7,90.80,[87.7 - 93.2%],0.0763,97.57,78.90,[75.9 - 81.6%],0.0247,89.67,91.50,[89 - 93.5%],0.0991,99.59,0.23
KPL4035,YSMAA1_2_G9,90.00,[86.8 - 92.5%],0.0809,97.29,78.30,[75.3 - 81%],0.0254,89.14,90.80,[88.1 - 92.9%],0.1043,99.51,0.24
KPL4035,YSMAA3_1_H1,90.60,[87.4 - 93%],0.0778,97.48,79.00,[76.1 - 81.7%],0.0245,89.79,91.40,[88.8 - 93.4%],0.1004,99.57,0.04
KPL4035,YSMAA5_1_D11,93.70,[91.1 - 95.6%],0.0597,98.37,78.60,[75.6 - 81.2%],0.0251,89.39,93.70,[91.5 - 95.4%],0.0833,99.77,0.04
