,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
FDAARGOS_1055,CT01,92.40,[89.5 - 94.5%],0.0674,98.03,84.40,[81.7 - 86.8%],0.0183,93.43,93.60,[91.4 - 95.3%],0.0845,99.76,0.15
FDAARGOS_1055,CTNIH2,88.00,[84.5 - 90.8%],0.0918,96.49,80.10,[77.2 - 82.7%],0.0232,90.66,89.50,[86.7 - 91.8%],0.1129,99.34,0.08
FDAARGOS_1055,CTNIH6,89.40,[86 - 92%],0.0843,97.06,85.30,[82.6 - 87.7%],0.0173,93.89,91.40,[88.8 - 93.4%],0.1001,99.58,0.03
FDAARGOS_1055,CTNIH14,89.90,[86.6 - 92.4%],0.0815,97.25,85.60,[82.9 - 87.9%],0.0169,94.03,91.80,[89.3 - 93.8%],0.0970,99.62,0.09
FDAARGOS_1055,CTNIH24,87.70,[84.2 - 90.5%],0.0934,96.35,80.10,[77.1 - 82.7%],0.0233,90.65,89.20,[86.4 - 91.5%],0.1145,99.31,0.07
FDAARGOS_1055,CTNIH27,88.70,[85.3 - 91.4%],0.0880,96.78,85.30,[82.6 - 87.7%],0.0173,93.88,90.90,[88.2 - 93%],0.1038,99.52,0.16
FDAARGOS_1055,EYE_346,92.30,[89.4 - 94.5%],0.0679,98.01,83.20,[80.4 - 85.7%],0.0196,92.75,93.30,[91.1 - 95.1%],0.0862,99.74,0.11
FDAARGOS_1055,EYE_437,90.60,[87.4 - 93%],0.0778,97.48,83.90,[81.1 - 86.3%],0.0189,93.13,92.10,[89.6 - 94%],0.0952,99.65,0.24
FDAARGOS_1055,FDAARGOS_1055,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
FDAARGOS_1055,KPL2825,90.50,[87.3 - 93%],0.0781,97.46,88.10,[85.6 - 90.2%],0.0142,95.09,92.70,[90.3 - 94.5%],0.0912,99.69,0.13
FDAARGOS_1055,KPL3649,93.80,[91.2 - 95.7%],0.0589,98.4,84.30,[81.5 - 86.7%],0.0184,93.37,94.60,[92.6 - 96.1%],0.0762,99.82,0.05
