,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
YSMAA1_2_G9,CT01,92.40,[89.5 - 94.5%],0.0676,98.03,81.30,[78.4 - 83.9%],0.0219,91.52,93.10,[90.8 - 94.9%],0.0880,99.72,0.05
YSMAA1_2_G9,CTNIH2,91.80,[88.8 - 94%],0.0711,97.85,79.60,[76.7 - 82.3%],0.0238,90.31,92.40,[90 - 94.3%],0.0932,99.67,0.28
YSMAA1_2_G9,CTNIH6,93.00,[90.2 - 95%],0.0639,98.19,82.40,[79.5 - 84.9%],0.0206,92.25,93.70,[91.6 - 95.4%],0.0832,99.77,0.23
YSMAA1_2_G9,CTNIH14,93.20,[90.5 - 95.2%],0.0626,98.25,86.00,[83.3 - 88.3%],0.0165,94.2,94.40,[92.3 - 95.9%],0.0782,99.8,0.11
YSMAA1_2_G9,CTNIH24,91.50,[88.4 - 93.8%],0.0727,97.77,79.60,[76.7 - 82.3%],0.0238,90.29,92.20,[89.7 - 94.1%],0.0948,99.65,0.27
YSMAA1_2_G9,CTNIH27,92.30,[89.4 - 94.5%],0.0679,98.01,82.40,[79.5 - 84.9%],0.0206,92.24,93.20,[90.9 - 95%],0.0871,99.73,0.36
YSMAA1_2_G9,EYE_346,92.10,[89.2 - 94.3%],0.0693,97.95,81.40,[78.5 - 84%],0.0217,91.61,92.90,[90.6 - 94.7%],0.0895,99.71,0.09
YSMAA1_2_G9,EYE_437,89.30,[86 - 91.9%],0.0847,97.03,80.90,[78 - 83.5%],0.0223,91.24,90.70,[88 - 92.8%],0.1051,99.5,0.04
YSMAA1_2_G9,FDAARGOS_1055,87.90,[84.4 - 90.7%],0.0924,96.44,82.50,[79.6 - 85%],0.0205,92.32,89.80,[87 - 92%],0.1109,99.39,0.20
YSMAA1_2_G9,KPL2825,90.20,[87 - 92.7%],0.0799,97.35,83.30,[80.5 - 85.8%],0.0196,92.8,91.70,[89.2 - 93.7%],0.0979,99.61,0.07
YSMAA1_2_G9,KPL3649,90.50,[87.3 - 92.9%],0.0784,97.44,80.70,[77.8 - 83.3%],0.0226,91.09,91.50,[89 - 93.5%],0.0992,99.59,0.15
YSMAA1_2_G9,KPL3804,90.80,[87.7 - 93.2%],0.0763,97.57,81.50,[78.7 - 84.1%],0.0216,91.7,92.00,[89.5 - 93.9%],0.0963,99.63,0.15
YSMAA1_2_G9,KPL4035,90.00,[86.8 - 92.5%],0.0809,97.29,78.30,[75.3 - 81%],0.0254,89.14,90.80,[88.1 - 92.9%],0.1043,99.51,0.24
YSMAA1_2_G9,KPL4072,90.00,[86.8 - 92.5%],0.0809,97.29,79.80,[76.9 - 82.5%],0.0235,90.46,91.00,[88.4 - 93.1%],0.1026,99.54,0.19
YSMAA1_2_G9,LK1134,92.90,[90.1 - 94.9%],0.0646,98.17,82.40,[79.6 - 84.9%],0.0206,92.26,93.70,[91.5 - 95.3%],0.0838,99.76,0.00
YSMAA1_2_G9,MSK071,90.40,[87.3 - 92.9%],0.0785,97.44,80.40,[77.5 - 83.1%],0.0228,90.92,91.50,[88.9 - 93.5%],0.0995,99.59,0.15
YSMAA1_2_G9,MSK163,91.40,[88.4 - 93.7%],0.0731,97.75,81.40,[78.5 - 84%],0.0217,91.6,92.40,[90 - 94.3%],0.0932,99.67,0.14
YSMAA1_2_G9,MSK185,91.40,[88.4 - 93.7%],0.0731,97.75,82.50,[79.6 - 85%],0.0205,92.32,92.50,[90.2 - 94.4%],0.0921,99.68,0.00
YSMAA1_2_G9,MSK194,91.40,[88.4 - 93.7%],0.0731,97.75,81.40,[78.5 - 84%],0.0217,91.61,92.40,[90 - 94.3%],0.0932,99.67,0.14
YSMAA1_2_G9,P5_C4,89.30,[86 - 91.9%],0.0845,97.04,77.60,[74.6 - 80.3%],0.0262,88.54,90.10,[87.4 - 92.3%],0.1085,99.44,0.34
YSMAA1_2_G9,P7_C1,91.40,[88.4 - 93.7%],0.0730,97.75,80.90,[77.9 - 83.5%],0.0224,91.22,92.30,[89.9 - 94.2%],0.0938,99.66,0.13
YSMAA1_2_G9,P7_F1,91.80,[88.8 - 94%],0.0709,97.86,80.80,[77.9 - 83.4%],0.0225,91.16,92.60,[90.2 - 94.4%],0.0917,99.69,0.10
YSMAA1_2_G9,SB,82.90,[79 - 86.1%],0.1179,93.53,67.70,[64.7 - 70.5%],0.0394,73.76,82.90,[79.6 - 85.8%],0.1526,97.41,1.16
YSMAA1_2_G9,YSMAA1_1_C6,91.70,[88.7 - 94%],0.0713,97.84,82.00,[79.1 - 84.6%],0.0210,92.02,92.70,[90.3 - 94.5%],0.0908,99.7,0.22
YSMAA1_2_G9,YSMAA1_2_B7,91.00,[87.9 - 93.4%],0.0751,97.64,83.40,[80.6 - 85.9%],0.0194,92.89,92.40,[90 - 94.3%],0.0931,99.67,0.01
YSMAA1_2_G9,YSMAA1_2_G9,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
