,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
P7_F1,CT01,93.40,[90.7 - 95.3%],0.0617,98.29,79.20,[76.2 - 81.9%],0.0243,89.93,93.60,[91.3 - 95.2%],0.0846,99.76,0.06
P7_F1,CTNIH2,94.90,[92.6 - 96.6%],0.0519,98.65,84.40,[81.6 - 86.8%],0.0183,93.4,95.50,[93.6 - 96.8%],0.0692,99.86,0.17
P7_F1,CTNIH6,93.50,[90.9 - 95.4%],0.0608,98.32,80.70,[77.8 - 83.3%],0.0225,91.14,93.90,[91.8 - 95.5%],0.0819,99.78,0.12
P7_F1,CTNIH14,92.80,[90 - 94.9%],0.0651,98.14,81.10,[78.2 - 83.7%],0.0221,91.38,93.40,[91.2 - 95.1%],0.0858,99.74,0.00
P7_F1,CTNIH24,94.90,[92.5 - 96.5%],0.0523,98.64,84.30,[81.6 - 86.7%],0.0184,93.38,95.40,[93.6 - 96.7%],0.0697,99.85,0.16
P7_F1,CTNIH27,92.90,[90.1 - 94.9%],0.0646,98.16,80.60,[77.7 - 83.2%],0.0227,91.02,93.40,[91.1 - 95.1%],0.0858,99.74,0.26
P7_F1,EYE_346,95.10,[92.9 - 96.7%],0.0505,98.69,81.60,[78.7 - 84.1%],0.0215,91.72,95.30,[93.4 - 96.6%],0.0709,99.85,0.01
P7_F1,EYE_437,89.80,[86.6 - 92.4%],0.0819,97.22,80.30,[77.4 - 82.9%],0.0230,90.83,91.00,[88.4 - 93.1%],0.1030,99.54,0.14
P7_F1,FDAARGOS_1055,90.90,[87.8 - 93.3%],0.0759,97.59,80.70,[77.8 - 83.3%],0.0226,91.08,91.90,[89.4 - 93.8%],0.0968,99.63,0.10
P7_F1,KPL2825,91.00,[87.9 - 93.4%],0.0754,97.62,81.00,[78.1 - 83.6%],0.0222,91.34,92.00,[89.5 - 93.9%],0.0959,99.64,0.03
P7_F1,KPL3649,96.00,[94 - 97.4%],0.0444,98.87,80.70,[77.8 - 83.3%],0.0226,91.08,95.80,[94.1 - 97.1%],0.0659,99.87,0.04
P7_F1,KPL3804,94.60,[92.1 - 96.3%],0.0542,98.57,81.20,[78.3 - 83.8%],0.0219,91.47,94.80,[92.8 - 96.2%],0.0750,99.82,0.05
P7_F1,KPL4035,94.80,[92.4 - 96.5%],0.0527,98.62,83.80,[81 - 86.3%],0.0189,93.1,95.30,[93.4 - 96.7%],0.0706,99.85,0.13
P7_F1,KPL4072,95.20,[93 - 96.8%],0.0498,98.72,84.10,[81.3 - 86.5%],0.0187,93.24,95.70,[93.9 - 96.9%],0.0675,99.87,0.09
P7_F1,LK1134,94.30,[91.8 - 96%],0.0561,98.5,79.40,[76.5 - 82.1%],0.0240,90.12,94.30,[92.2 - 95.9%],0.0788,99.8,0.10
P7_F1,MSK071,96.10,[94.1 - 97.4%],0.0442,98.88,80.50,[77.6 - 83.1%],0.0228,90.96,95.80,[94.1 - 97.1%],0.0659,99.87,0.05
P7_F1,MSK163,94.90,[92.6 - 96.6%],0.0518,98.65,81.20,[78.3 - 83.8%],0.0219,91.49,95.10,[93.2 - 96.5%],0.0726,99.84,0.03
P7_F1,MSK185,95.00,[92.7 - 96.6%],0.0513,98.67,79.30,[76.3 - 81.9%],0.0242,90,94.90,[92.9 - 96.3%],0.0743,99.83,0.10
P7_F1,MSK194,94.80,[92.5 - 96.5%],0.0524,98.63,81.30,[78.4 - 83.9%],0.0218,91.53,95.00,[93.1 - 96.4%],0.0731,99.84,0.03
P7_F1,P5_C4,94.20,[91.7 - 96%],0.0563,98.5,83.50,[80.7 - 86%],0.0193,92.93,94.80,[92.9 - 96.3%],0.0745,99.83,0.23
P7_F1,P7_C1,100.00,[100 - 100%],0.0015,99.6,100.00,[99.9 - 100%],0.0001,98.28,100.00,[100 - 100%],0.0016,99.99,0.02
P7_F1,P7_F1,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
P7_F1,SB,82.30,[78.4 - 85.6%],0.1210,93.06,68.00,[65 - 70.8%],0.0389,74.4,82.50,[79.2 - 85.4%],0.1552,97.17,1.06
P7_F1,YSMAA1_1_C6,93.20,[90.5 - 95.2%],0.0626,98.25,80.60,[77.7 - 83.2%],0.0226,91.05,93.70,[91.5 - 95.3%],0.0839,99.76,0.12
P7_F1,YSMAA1_2_B7,93.70,[91.1 - 95.6%],0.0597,98.37,81.80,[78.9 - 84.4%],0.0213,91.87,94.20,[92.1 - 95.8%],0.0797,99.79,0.10
P7_F1,YSMAA1_2_G9,91.80,[88.8 - 94%],0.0709,97.86,80.80,[77.9 - 83.4%],0.0225,91.16,92.60,[90.2 - 94.4%],0.0917,99.69,0.10
P7_F1,YSMAA3_1_H1,90.00,[86.8 - 92.5%],0.0808,97.29,81.60,[78.8 - 84.2%],0.0214,91.76,91.30,[88.8 - 93.4%],0.1005,99.57,0.09
P7_F1,YSMAA5_1_D11,94.80,[92.5 - 96.5%],0.0525,98.63,81.30,[78.4 - 83.9%],0.0218,91.53,95.00,[93.1 - 96.4%],0.0732,99.84,0.09
