,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
CTNIH27,CT01,91.60,[88.6 - 93.9%],0.0719,97.81,80.30,[77.4 - 82.9%],0.0230,90.83,92.40,[90 - 94.3%],0.0932,99.67,0.31
CTNIH27,CTNIH2,90.90,[87.8 - 93.3%],0.0758,97.6,80.10,[77.1 - 82.7%],0.0233,90.64,91.80,[89.3 - 93.8%],0.0973,99.62,0.09
CTNIH27,CTNIH6,99.90,[99.8 - 100%],0.0036,99.58,100.00,[100 - 100%],0.0000,98.3,100.00,[99.9 - 100%],0.0036,99.99,0.13
CTNIH27,CTNIH14,90.80,[87.6 - 93.2%],0.0767,97.54,82.10,[79.3 - 84.7%],0.0209,92.08,92.00,[89.5 - 93.9%],0.0960,99.63,0.26
CTNIH27,CTNIH24,90.80,[87.7 - 93.2%],0.0763,97.57,80.10,[77.1 - 82.7%],0.0233,90.64,91.70,[89.2 - 93.7%],0.0978,99.61,0.10
CTNIH27,CTNIH27,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
CTNIH27,EYE_346,92.90,[90.2 - 95%],0.0643,98.18,81.00,[78.1 - 83.6%],0.0222,91.31,93.50,[91.3 - 95.2%],0.0851,99.75,0.27
CTNIH27,EYE_437,87.80,[84.3 - 90.6%],0.0929,96.39,80.60,[77.7 - 83.3%],0.0226,91.07,89.40,[86.6 - 91.7%],0.1134,99.33,0.40
CTNIH27,FDAARGOS_1055,88.70,[85.3 - 91.4%],0.0880,96.78,85.30,[82.6 - 87.7%],0.0173,93.88,90.90,[88.2 - 93%],0.1038,99.52,0.16
CTNIH27,KPL2825,88.30,[84.9 - 91%],0.0900,96.63,85.00,[82.3 - 87.4%],0.0176,93.75,90.50,[87.8 - 92.7%],0.1060,99.48,0.29
CTNIH27,KPL3649,93.20,[90.5 - 95.2%],0.0625,98.25,85.60,[82.9 - 87.9%],0.0169,94.03,94.40,[92.3 - 95.9%],0.0784,99.8,0.21
CTNIH27,KPL3804,92.40,[89.5 - 94.5%],0.0677,98.02,80.70,[77.8 - 83.3%],0.0225,91.13,93.00,[90.7 - 94.8%],0.0887,99.72,0.21
CTNIH27,KPL4035,91.50,[88.5 - 93.8%],0.0723,97.79,78.30,[75.3 - 81%],0.0254,89.14,92.00,[89.5 - 93.9%],0.0959,99.64,0.13
CTNIH27,KPL4072,93.60,[91 - 95.5%],0.0600,98.36,80.60,[77.7 - 83.3%],0.0226,91.07,94.00,[91.9 - 95.6%],0.0812,99.78,0.17
CTNIH27,LK1134,92.70,[89.9 - 94.8%],0.0656,98.12,81.90,[79 - 84.4%],0.0212,91.93,93.50,[91.2 - 95.2%],0.0854,99.75,0.36
CTNIH27,MSK071,93.00,[90.3 - 95%],0.0637,98.2,85.60,[82.9 - 87.9%],0.0169,94.03,94.20,[92.1 - 95.8%],0.0796,99.79,0.21
CTNIH27,MSK163,93.00,[90.3 - 95%],0.0638,98.2,80.60,[77.7 - 83.2%],0.0227,91.01,93.50,[91.3 - 95.2%],0.0850,99.75,0.23
CTNIH27,MSK185,90.90,[87.8 - 93.3%],0.0758,97.6,81.60,[78.7 - 84.2%],0.0215,91.74,92.00,[89.6 - 94%],0.0957,99.64,0.36
CTNIH27,MSK194,92.60,[89.7 - 94.7%],0.0665,98.08,80.80,[77.9 - 83.4%],0.0224,91.21,93.20,[90.9 - 94.9%],0.0874,99.73,0.22
CTNIH27,P5_C4,91.00,[87.9 - 93.4%],0.0754,97.62,77.60,[74.6 - 80.3%],0.0263,88.5,91.50,[88.9 - 93.5%],0.0997,99.59,0.02
CTNIH27,P7_C1,92.60,[89.8 - 94.7%],0.0660,98.1,80.60,[77.7 - 83.2%],0.0227,91.02,93.20,[90.9 - 94.9%],0.0872,99.73,0.23
CTNIH27,P7_F1,92.90,[90.1 - 94.9%],0.0646,98.16,80.60,[77.7 - 83.2%],0.0227,91.02,93.40,[91.1 - 95.1%],0.0858,99.74,0.26
CTNIH27,SB,81.40,[77.4 - 84.7%],0.1255,92.3,66.70,[63.7 - 69.5%],0.0409,71.41,81.40,[78.1 - 84.4%],0.1613,96.52,0.80
CTNIH27,YSMAA1_1_C6,92.90,[90.2 - 95%],0.0643,98.18,83.00,[80.1 - 85.5%],0.0199,92.6,93.80,[91.6 - 95.4%],0.0829,99.77,0.14
CTNIH27,YSMAA1_2_B7,90.60,[87.5 - 93.1%],0.0774,97.5,84.50,[81.8 - 86.9%],0.0181,93.5,92.30,[89.8 - 94.1%],0.0942,99.66,0.36
CTNIH27,YSMAA1_2_G9,92.30,[89.4 - 94.5%],0.0679,98.01,82.40,[79.5 - 84.9%],0.0206,92.24,93.20,[90.9 - 95%],0.0871,99.73,0.36
CTNIH27,YSMAA3_1_H1,89.80,[86.5 - 92.3%],0.0822,97.2,81.50,[78.6 - 84.1%],0.0216,91.68,91.10,[88.5 - 93.2%],0.1020,99.55,0.17
CTNIH27,YSMAA5_1_D11,92.60,[89.7 - 94.7%],0.0665,98.08,80.60,[77.7 - 83.2%],0.0226,91.04,93.20,[90.9 - 94.9%],0.0876,99.73,0.16
