,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
EYE_437,CT01,93.50,[90.8 - 95.4%],0.0611,98.31,90.60,[88.4 - 92.5%],0.0115,96,95.20,[93.3 - 96.5%],0.0719,99.84,0.09
EYE_437,CTNIH2,88.90,[85.6 - 91.6%],0.0867,96.89,78.50,[75.6 - 81.2%],0.0251,89.37,90.00,[87.2 - 92.2%],0.1096,99.41,0.32
EYE_437,CTNIH6,88.50,[85 - 91.2%],0.0891,96.7,80.60,[77.7 - 83.3%],0.0226,91.07,90.00,[87.2 - 92.2%],0.1097,99.41,0.27
EYE_437,CTNIH14,93.90,[91.3 - 95.7%],0.0587,98.41,82.10,[79.3 - 84.7%],0.0209,92.1,94.40,[92.3 - 95.9%],0.0784,99.8,0.15
EYE_437,CTNIH24,88.60,[85.2 - 91.3%],0.0883,96.77,78.50,[75.5 - 81.2%],0.0251,89.35,89.70,[87 - 92%],0.1112,99.38,0.31
EYE_437,CTNIH27,87.80,[84.3 - 90.6%],0.0929,96.39,80.60,[77.7 - 83.3%],0.0226,91.07,89.40,[86.6 - 91.7%],0.1134,99.33,0.40
EYE_437,EYE_346,90.40,[87.2 - 92.8%],0.0789,97.41,81.00,[78.1 - 83.6%],0.0222,91.31,91.50,[88.9 - 93.5%],0.0994,99.59,0.13
EYE_437,EYE_437,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
EYE_437,FDAARGOS_1055,90.60,[87.4 - 93%],0.0778,97.48,83.90,[81.1 - 86.3%],0.0189,93.13,92.10,[89.6 - 94%],0.0952,99.65,0.24
EYE_437,KPL2825,89.50,[86.2 - 92.1%],0.0837,97.1,83.50,[80.7 - 86%],0.0193,92.91,91.20,[88.6 - 93.3%],0.1014,99.56,0.11
EYE_437,KPL3649,91.90,[88.9 - 94.1%],0.0705,97.88,80.60,[77.7 - 83.3%],0.0226,91.07,92.60,[90.2 - 94.5%],0.0915,99.69,0.19
EYE_437,KPL3804,89.40,[86.1 - 92%],0.0840,97.08,80.90,[78 - 83.5%],0.0223,91.23,90.80,[88.1 - 92.9%],0.1045,99.51,0.19
EYE_437,KPL4035,87.40,[83.9 - 90.3%],0.0948,96.23,77.20,[74.2 - 80%],0.0267,88.16,88.50,[85.6 - 90.9%],0.1189,99.19,0.28
EYE_437,KPL4072,88.70,[85.3 - 91.4%],0.0878,96.8,80.80,[77.9 - 83.5%],0.0224,91.22,90.20,[87.5 - 92.4%],0.1082,99.44,0.23
EYE_437,LK1134,94.40,[92 - 96.1%],0.0552,98.54,84.90,[82.1 - 87.2%],0.0178,93.65,95.10,[93.2 - 96.5%],0.0720,99.84,0.04
EYE_437,MSK071,91.40,[88.3 - 93.7%],0.0732,97.74,80.60,[77.7 - 83.3%],0.0226,91.07,92.20,[89.8 - 94.1%],0.0942,99.66,0.19
EYE_437,MSK163,89.80,[86.6 - 92.4%],0.0818,97.23,80.90,[77.9 - 83.5%],0.0224,91.22,91.10,[88.5 - 93.1%],0.1023,99.55,0.18
EYE_437,MSK185,93.40,[90.7 - 95.3%],0.0615,98.3,81.40,[78.5 - 84%],0.0217,91.6,93.90,[91.8 - 95.5%],0.0819,99.78,0.04
EYE_437,MSK194,90.00,[86.7 - 92.5%],0.0812,97.27,80.90,[78 - 83.5%],0.0223,91.23,91.20,[88.6 - 93.2%],0.1017,99.56,0.18
EYE_437,P5_C4,86.80,[83.3 - 89.8%],0.0976,95.96,76.70,[73.7 - 79.5%],0.0273,87.65,88.00,[85 - 90.4%],0.1223,99.09,0.38
EYE_437,P7_C1,89.60,[86.3 - 92.2%],0.0831,97.14,80.30,[77.4 - 82.9%],0.0230,90.83,90.80,[88.1 - 92.9%],0.1042,99.51,0.17
EYE_437,P7_F1,89.80,[86.6 - 92.4%],0.0819,97.22,80.30,[77.4 - 82.9%],0.0230,90.83,91.00,[88.4 - 93.1%],0.1030,99.54,0.14
EYE_437,SB,80.80,[76.8 - 84.2%],0.1285,91.77,68.10,[65.2 - 71%],0.0387,74.69,81.30,[77.9 - 84.2%],0.1623,96.41,1.20
EYE_437,YSMAA1_1_C6,92.60,[89.7 - 94.7%],0.0664,98.08,85.70,[83 - 88%],0.0168,94.08,93.90,[91.7 - 95.5%],0.0821,99.78,0.26
EYE_437,YSMAA1_2_B7,93.00,[90.3 - 95%],0.0638,98.2,83.20,[80.4 - 85.7%],0.0197,92.75,93.90,[91.7 - 95.5%],0.0822,99.77,0.05
EYE_437,YSMAA1_2_G9,89.30,[86 - 91.9%],0.0847,97.03,80.90,[78 - 83.5%],0.0223,91.24,90.70,[88 - 92.8%],0.1051,99.5,0.04
EYE_437,YSMAA3_1_H1,89.40,[86.1 - 92%],0.0842,97.07,81.30,[78.4 - 83.9%],0.0219,91.52,90.80,[88.1 - 92.9%],0.1042,99.52,0.23
EYE_437,YSMAA5_1_D11,88.60,[85.2 - 91.3%],0.0882,96.77,81.00,[78.1 - 83.6%],0.0221,91.35,90.20,[87.4 - 92.4%],0.1084,99.44,0.24
