,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
YSMAA5_1_D11,CT01,93.70,[91 - 95.5%],0.0599,98.36,81.60,[78.7 - 84.2%],0.0215,91.76,94.10,[92 - 95.7%],0.0801,99.79,0.15
YSMAA5_1_D11,CTNIH2,91.70,[88.7 - 94%],0.0714,97.84,80.20,[77.3 - 82.9%],0.0231,90.77,92.40,[90 - 94.3%],0.0928,99.67,0.08
YSMAA5_1_D11,CTNIH6,93.20,[90.5 - 95.2%],0.0627,98.24,80.70,[77.7 - 83.3%],0.0226,91.08,93.70,[91.4 - 95.3%],0.0839,99.76,0.03
YSMAA5_1_D11,CTNIH14,89.90,[86.6 - 92.4%],0.0816,97.24,81.00,[78.1 - 83.6%],0.0222,91.34,91.10,[88.5 - 93.2%],0.1019,99.55,0.09
YSMAA5_1_D11,CTNIH24,91.70,[88.8 - 94%],0.0712,97.85,80.20,[77.3 - 82.8%],0.0231,90.75,92.50,[90 - 94.3%],0.0927,99.68,0.07
YSMAA5_1_D11,CTNIH27,92.60,[89.7 - 94.7%],0.0665,98.08,80.60,[77.7 - 83.2%],0.0226,91.04,93.20,[90.9 - 94.9%],0.0876,99.73,0.16
YSMAA5_1_D11,EYE_346,99.90,[99.8 - 100%],0.0037,99.58,99.60,[99.4 - 99.8%],0.0008,98.2,100.00,[99.9 - 100%],0.0045,99.99,0.11
YSMAA5_1_D11,EYE_437,88.60,[85.2 - 91.3%],0.0882,96.77,81.00,[78.1 - 83.6%],0.0221,91.35,90.20,[87.4 - 92.4%],0.1084,99.44,0.24
YSMAA5_1_D11,FDAARGOS_1055,91.00,[87.9 - 93.4%],0.0752,97.63,83.30,[80.5 - 85.8%],0.0196,92.8,92.40,[90 - 94.3%],0.0933,99.67,0.00
YSMAA5_1_D11,KPL2825,91.00,[87.9 - 93.4%],0.0752,97.63,84.00,[81.2 - 86.4%],0.0188,93.19,92.50,[90.1 - 94.3%],0.0926,99.68,0.12
YSMAA5_1_D11,KPL3649,94.40,[91.9 - 96.1%],0.0555,98.53,85.80,[83.2 - 88.1%],0.0167,94.13,95.20,[93.4 - 96.6%],0.0713,99.85,0.05
YSMAA5_1_D11,KPL3804,99.70,[99.3 - 99.9%],0.0093,99.52,99.60,[99.4 - 99.8%],0.0008,98.2,99.90,[99.7 - 99.9%],0.0100,99.98,0.04
YSMAA5_1_D11,KPL4035,93.70,[91.1 - 95.6%],0.0597,98.37,78.60,[75.6 - 81.2%],0.0251,89.39,93.70,[91.5 - 95.4%],0.0833,99.77,0.04
YSMAA5_1_D11,KPL4072,94.10,[91.6 - 95.9%],0.0570,98.47,81.30,[78.4 - 83.9%],0.0219,91.52,94.50,[92.4 - 96%],0.0776,99.81,0.01
YSMAA5_1_D11,LK1134,93.10,[90.3 - 95.1%],0.0635,98.21,80.40,[77.5 - 83%],0.0229,90.9,93.50,[91.3 - 95.2%],0.0849,99.75,0.20
YSMAA5_1_D11,MSK071,94.60,[92.2 - 96.3%],0.0540,98.58,85.70,[83.1 - 88.1%],0.0168,94.09,95.40,[93.6 - 96.7%],0.0699,99.85,0.05
YSMAA5_1_D11,MSK163,99.70,[99.4 - 99.9%],0.0084,99.53,99.60,[99.3 - 99.8%],0.0008,98.19,99.90,[99.8 - 99.9%],0.0092,99.98,0.06
YSMAA5_1_D11,MSK185,93.80,[91.1 - 95.6%],0.0593,98.38,79.70,[76.8 - 82.4%],0.0237,90.36,93.90,[91.8 - 95.6%],0.0816,99.78,0.20
YSMAA5_1_D11,MSK194,99.80,[99.6 - 99.9%],0.0062,99.56,99.60,[99.4 - 99.8%],0.0008,98.2,99.90,[99.9 - 100%],0.0070,99.98,0.06
YSMAA5_1_D11,P5_C4,91.90,[89 - 94.1%],0.0701,97.9,78.10,[75.1 - 80.8%],0.0256,88.97,92.30,[89.8 - 94.2%],0.0940,99.66,0.14
YSMAA5_1_D11,P7_C1,94.60,[92.2 - 96.3%],0.0540,98.58,81.20,[78.3 - 83.8%],0.0219,91.49,94.80,[92.8 - 96.3%],0.0748,99.83,0.07
YSMAA5_1_D11,P7_F1,94.80,[92.5 - 96.5%],0.0525,98.63,81.30,[78.4 - 83.9%],0.0218,91.53,95.00,[93.1 - 96.4%],0.0732,99.84,0.09
YSMAA5_1_D11,SB,80.70,[76.8 - 84.1%],0.1286,91.75,67.20,[64.2 - 70%],0.0402,72.58,81.00,[77.6 - 84%],0.1636,96.25,0.96
YSMAA5_1_D11,YSMAA1_1_C6,90.90,[87.8 - 93.3%],0.0758,97.6,80.50,[77.5 - 83.1%],0.0228,90.93,91.90,[89.4 - 93.8%],0.0969,99.62,0.02
