,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
EYE_346,CT01,94.10,[91.6 - 95.9%],0.0572,98.46,81.90,[79 - 84.5%],0.0211,91.95,94.50,[92.5 - 96%],0.0771,99.81,0.04
EYE_346,CTNIH2,92.30,[89.5 - 94.5%],0.0678,98.02,80.60,[77.7 - 83.2%],0.0227,91.04,93.00,[90.7 - 94.8%],0.0889,99.72,0.19
EYE_346,CTNIH6,93.60,[90.9 - 95.5%],0.0605,98.34,81.00,[78.1 - 83.6%],0.0222,91.34,94.00,[91.8 - 95.6%],0.0813,99.78,0.14
EYE_346,CTNIH14,91.10,[88 - 93.4%],0.0749,97.65,81.20,[78.3 - 83.8%],0.0219,91.48,92.10,[89.6 - 94%],0.0952,99.65,0.02
EYE_346,CTNIH24,92.30,[89.4 - 94.4%],0.0682,98,80.60,[77.7 - 83.2%],0.0227,91.02,92.90,[90.6 - 94.7%],0.0894,99.71,0.18
EYE_346,CTNIH27,92.90,[90.2 - 95%],0.0643,98.18,81.00,[78.1 - 83.6%],0.0222,91.31,93.50,[91.3 - 95.2%],0.0851,99.75,0.27
EYE_346,EYE_346,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
EYE_346,EYE_437,90.40,[87.2 - 92.8%],0.0789,97.41,81.00,[78.1 - 83.6%],0.0222,91.31,91.50,[88.9 - 93.5%],0.0994,99.59,0.13
EYE_346,FDAARGOS_1055,92.30,[89.4 - 94.5%],0.0679,98.01,83.20,[80.4 - 85.7%],0.0196,92.75,93.30,[91.1 - 95.1%],0.0862,99.74,0.11
EYE_346,KPL2825,92.70,[89.9 - 94.8%],0.0654,98.13,83.90,[81.1 - 86.3%],0.0189,93.15,93.80,[91.6 - 95.4%],0.0831,99.77,0.02
EYE_346,KPL3649,94.50,[92 - 96.2%],0.0547,98.55,86.10,[83.5 - 88.4%],0.0164,94.28,95.40,[93.5 - 96.7%],0.0702,99.85,0.06
EYE_346,KPL3804,99.80,[99.5 - 99.9%],0.0081,99.53,99.90,[99.8 - 99.9%],0.0003,98.27,99.90,[99.8 - 100%],0.0083,99.98,0.06
EYE_346,KPL4035,94.10,[91.5 - 95.9%],0.0574,98.46,78.80,[75.9 - 81.5%],0.0248,89.63,94.10,[91.9 - 95.7%],0.0807,99.79,0.15
EYE_346,KPL4072,94.60,[92.2 - 96.3%],0.0540,98.58,81.60,[78.7 - 84.2%],0.0215,91.76,94.90,[92.9 - 96.3%],0.0743,99.83,0.10
EYE_346,LK1134,93.80,[91.2 - 95.7%],0.0591,98.39,80.70,[77.8 - 83.3%],0.0225,91.13,94.10,[92 - 95.7%],0.0803,99.79,0.09
EYE_346,MSK071,94.50,[92.1 - 96.2%],0.0547,98.56,85.90,[83.3 - 88.2%],0.0166,94.18,95.30,[93.5 - 96.7%],0.0703,99.85,0.06
EYE_346,MSK163,99.80,[99.5 - 99.9%],0.0072,99.54,99.90,[99.7 - 99.9%],0.0003,98.25,99.90,[99.8 - 100%],0.0075,99.98,0.05
EYE_346,MSK185,94.10,[91.6 - 95.9%],0.0571,98.47,80.00,[77.1 - 82.7%],0.0233,90.61,94.30,[92.2 - 95.8%],0.0791,99.8,0.09
EYE_346,MSK194,99.90,[99.7 - 100%],0.0050,99.57,99.90,[99.8 - 99.9%],0.0003,98.27,100.00,[99.9 - 100%],0.0052,99.98,0.05
EYE_346,P5_C4,92.30,[89.4 - 94.5%],0.0679,98.01,78.30,[75.4 - 81%],0.0253,89.2,92.60,[90.2 - 94.5%],0.0916,99.69,0.25
EYE_346,P7_C1,94.90,[92.6 - 96.5%],0.0520,98.65,81.50,[78.7 - 84.1%],0.0216,91.7,95.10,[93.2 - 96.5%],0.0724,99.84,0.04
EYE_346,P7_F1,95.10,[92.9 - 96.7%],0.0505,98.69,81.60,[78.7 - 84.1%],0.0215,91.72,95.30,[93.4 - 96.6%],0.0709,99.85,0.01
EYE_346,SB,82.10,[78.2 - 85.4%],0.1217,92.94,67.10,[64.1 - 69.9%],0.0403,72.36,82.10,[78.8 - 85.1%],0.1571,96.98,1.07
EYE_346,YSMAA1_1_C6,91.40,[88.4 - 93.7%],0.0731,97.75,80.90,[78 - 83.5%],0.0223,91.23,92.30,[89.9 - 94.2%],0.0938,99.66,0.13
EYE_346,YSMAA1_2_B7,95.50,[93.3 - 97%],0.0480,98.77,86.60,[84 - 88.9%],0.0158,94.5,96.20,[94.5 - 97.3%],0.0631,99.88,0.08
EYE_346,YSMAA1_2_G9,92.10,[89.2 - 94.3%],0.0693,97.95,81.40,[78.5 - 84%],0.0217,91.61,92.90,[90.6 - 94.7%],0.0895,99.71,0.09
EYE_346,YSMAA3_1_H1,95.50,[93.3 - 97%],0.0482,98.76,95.10,[93.5 - 96.3%],0.0065,97.22,97.10,[95.7 - 98%],0.0545,99.91,0.10
EYE_346,YSMAA5_1_D11,99.90,[99.8 - 100%],0.0037,99.58,99.60,[99.4 - 99.8%],0.0008,98.2,100.00,[99.9 - 100%],0.0045,99.99,0.11
