,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
P7_C1,CT01,93.10,[90.4 - 95.1%],0.0631,98.23,79.10,[76.2 - 81.8%],0.0244,89.9,93.40,[91.1 - 95.1%],0.0860,99.74,0.08
P7_C1,CTNIH2,94.70,[92.3 - 96.4%],0.0532,98.61,84.40,[81.6 - 86.8%],0.0183,93.4,95.30,[93.5 - 96.7%],0.0706,99.85,0.15
P7_C1,CTNIH6,93.30,[90.6 - 95.3%],0.0622,98.27,80.70,[77.8 - 83.3%],0.0225,91.12,93.70,[91.5 - 95.4%],0.0833,99.77,0.10
P7_C1,CTNIH14,92.50,[89.7 - 94.7%],0.0665,98.08,81.10,[78.2 - 83.7%],0.0221,91.4,93.20,[90.9 - 95%],0.0871,99.73,0.02
P7_C1,CTNIH24,94.60,[92.2 - 96.3%],0.0538,98.59,84.40,[81.6 - 86.8%],0.0183,93.4,95.30,[93.4 - 96.6%],0.0711,99.85,0.14
P7_C1,CTNIH27,92.60,[89.8 - 94.7%],0.0660,98.1,80.60,[77.7 - 83.2%],0.0227,91.02,93.20,[90.9 - 94.9%],0.0872,99.73,0.23
P7_C1,EYE_346,94.90,[92.6 - 96.5%],0.0520,98.65,81.50,[78.7 - 84.1%],0.0216,91.7,95.10,[93.2 - 96.5%],0.0724,99.84,0.04
P7_C1,EYE_437,89.60,[86.3 - 92.2%],0.0831,97.14,80.30,[77.4 - 82.9%],0.0230,90.83,90.80,[88.1 - 92.9%],0.1042,99.51,0.17
P7_C1,FDAARGOS_1055,90.70,[87.5 - 93.1%],0.0772,97.52,80.60,[77.7 - 83.3%],0.0226,91.07,91.70,[89.2 - 93.7%],0.0980,99.61,0.07
P7_C1,KPL2825,90.70,[87.6 - 93.1%],0.0769,97.53,81.00,[78.1 - 83.6%],0.0222,91.32,91.80,[89.3 - 93.8%],0.0974,99.62,0.05
P7_C1,KPL3649,95.80,[93.8 - 97.2%],0.0457,98.84,80.60,[77.7 - 83.3%],0.0226,91.07,95.70,[93.9 - 97%],0.0673,99.87,0.02
P7_C1,KPL3804,94.30,[91.9 - 96.1%],0.0558,98.52,81.20,[78.3 - 83.8%],0.0220,91.46,94.60,[92.6 - 96.1%],0.0765,99.82,0.03
P7_C1,KPL4035,94.60,[92.1 - 96.3%],0.0543,98.57,83.90,[81.1 - 86.3%],0.0189,93.14,95.10,[93.2 - 96.5%],0.0722,99.84,0.11
P7_C1,KPL4072,95.00,[92.7 - 96.6%],0.0513,98.67,84.10,[81.4 - 86.6%],0.0186,93.27,95.50,[93.7 - 96.8%],0.0690,99.86,0.06
P7_C1,LK1134,94.10,[91.5 - 95.9%],0.0574,98.46,79.40,[76.5 - 82.1%],0.0240,90.14,94.10,[92 - 95.7%],0.0801,99.79,0.13
P7_C1,MSK071,95.80,[93.7 - 97.2%],0.0458,98.83,80.50,[77.6 - 83.1%],0.0227,90.98,95.70,[93.9 - 96.9%],0.0675,99.86,0.02
P7_C1,MSK163,94.70,[92.3 - 96.4%],0.0533,98.6,81.20,[78.3 - 83.8%],0.0219,91.48,94.90,[92.9 - 96.3%],0.0741,99.83,0.01
P7_C1,MSK185,94.80,[92.5 - 96.5%],0.0526,98.63,79.20,[76.3 - 81.9%],0.0243,89.97,94.70,[92.7 - 96.2%],0.0756,99.82,0.13
P7_C1,MSK194,94.60,[92.2 - 96.3%],0.0540,98.58,81.30,[78.4 - 83.8%],0.0219,91.51,94.80,[92.9 - 96.3%],0.0747,99.83,0.01
P7_C1,P5_C4,94.00,[91.4 - 95.8%],0.0579,98.44,83.50,[80.7 - 86%],0.0193,92.95,94.70,[92.6 - 96.1%],0.0761,99.82,0.21
P7_C1,P7_C1,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
P7_C1,P7_F1,100.00,[100 - 100%],0.0015,99.6,100.00,[99.9 - 100%],0.0001,98.28,100.00,[100 - 100%],0.0016,99.99,0.02
P7_C1,SB,81.90,[78 - 85.2%],0.1227,92.78,68.00,[65 - 70.9%],0.0389,74.45,82.20,[78.9 - 85.1%],0.1569,97.01,1.04
P7_C1,YSMAA1_1_C6,93.00,[90.2 - 95%],0.0641,98.19,80.60,[77.7 - 83.2%],0.0227,91.03,93.50,[91.2 - 95.2%],0.0853,99.75,0.09
P7_C1,YSMAA1_2_B7,93.50,[90.8 - 95.4%],0.0611,98.31,81.80,[78.9 - 84.4%],0.0212,91.88,94.00,[91.9 - 95.6%],0.0811,99.78,0.12
P7_C1,YSMAA1_2_G9,91.40,[88.4 - 93.7%],0.0730,97.75,80.90,[77.9 - 83.5%],0.0224,91.22,92.30,[89.9 - 94.2%],0.0938,99.66,0.13
P7_C1,YSMAA3_1_H1,89.80,[86.5 - 92.3%],0.0823,97.2,81.60,[78.7 - 84.2%],0.0215,91.73,91.10,[88.5 - 93.2%],0.1020,99.55,0.07
P7_C1,YSMAA5_1_D11,94.60,[92.2 - 96.3%],0.0540,98.58,81.20,[78.3 - 83.8%],0.0219,91.49,94.80,[92.8 - 96.3%],0.0748,99.83,0.07
