,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
CTNIH24,CT01,90.50,[87.4 - 93%],0.0780,97.47,77.70,[74.7 - 80.4%],0.0262,88.58,91.10,[88.5 - 93.2%],0.1021,99.55,0.22
CTNIH24,CTNIH2,100.00,[100 - 100%],0.0015,99.6,100.00,[99.9 - 100%],0.0001,98.29,100.00,[100 - 100%],0.0016,99.99,0.01
CTNIH24,CTNIH6,91.40,[88.4 - 93.7%],0.0731,97.75,80.20,[77.3 - 82.9%],0.0231,90.77,92.20,[89.8 - 94.1%],0.0945,99.65,0.04
CTNIH24,CTNIH14,90.10,[86.9 - 92.6%],0.0801,97.34,78.70,[75.7 - 81.4%],0.0249,89.53,91.00,[88.3 - 93.1%],0.1030,99.53,0.16
CTNIH24,CTNIH24,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
CTNIH24,CTNIH27,90.80,[87.7 - 93.2%],0.0763,97.57,80.10,[77.1 - 82.7%],0.0233,90.64,91.70,[89.2 - 93.7%],0.0978,99.61,0.10
CTNIH24,EYE_346,92.30,[89.4 - 94.4%],0.0682,98,80.60,[77.7 - 83.2%],0.0227,91.02,92.90,[90.6 - 94.7%],0.0894,99.71,0.18
CTNIH24,EYE_437,88.60,[85.2 - 91.3%],0.0883,96.77,78.50,[75.5 - 81.2%],0.0251,89.35,89.70,[87 - 92%],0.1112,99.38,0.31
CTNIH24,FDAARGOS_1055,87.70,[84.2 - 90.5%],0.0934,96.35,80.10,[77.1 - 82.7%],0.0233,90.65,89.20,[86.4 - 91.5%],0.1145,99.31,0.07
CTNIH24,KPL2825,88.10,[84.6 - 90.9%],0.0910,96.55,80.00,[77.1 - 82.7%],0.0233,90.6,89.60,[86.8 - 91.8%],0.1123,99.36,0.19
CTNIH24,KPL3649,93.90,[91.4 - 95.8%],0.0581,98.43,79.70,[76.8 - 82.4%],0.0237,90.39,94.10,[92 - 95.7%],0.0804,99.79,0.12
CTNIH24,KPL3804,91.60,[88.6 - 93.9%],0.0719,97.81,80.40,[77.5 - 83%],0.0229,90.88,92.40,[90 - 94.3%],0.0931,99.67,0.11
CTNIH24,KPL4035,92.20,[89.3 - 94.4%],0.0686,97.98,84.80,[82 - 87.2%],0.0179,93.61,93.50,[91.2 - 95.2%],0.0852,99.75,0.03
CTNIH24,KPL4072,92.40,[89.6 - 94.6%],0.0671,98.05,83.90,[81.1 - 86.4%],0.0188,93.16,93.50,[91.3 - 95.2%],0.0847,99.75,0.08
CTNIH24,LK1134,91.90,[88.9 - 94.1%],0.0705,97.89,77.90,[75 - 80.6%],0.0258,88.84,92.20,[89.8 - 94.1%],0.0945,99.65,0.27
CTNIH24,MSK071,93.90,[91.4 - 95.8%],0.0583,98.42,79.60,[76.7 - 82.3%],0.0238,90.27,94.10,[91.9 - 95.7%],0.0807,99.79,0.11
CTNIH24,MSK163,92.00,[89 - 94.2%],0.0698,97.92,80.50,[77.6 - 83.1%],0.0228,90.94,92.70,[90.3 - 94.5%],0.0910,99.69,0.13
CTNIH24,MSK185,91.60,[88.6 - 93.9%],0.0717,97.82,78.20,[75.2 - 80.9%],0.0255,89.08,92.10,[89.6 - 94%],0.0954,99.64,0.27
CTNIH24,MSK194,92.00,[89.1 - 94.2%],0.0695,97.93,80.40,[77.4 - 83%],0.0229,90.86,92.70,[90.3 - 94.5%],0.0909,99.7,0.13
CTNIH24,P5_C4,92.20,[89.3 - 94.3%],0.0688,97.97,84.80,[82.1 - 87.2%],0.0178,93.63,93.50,[91.2 - 95.2%],0.0854,99.75,0.07
CTNIH24,P7_C1,94.60,[92.2 - 96.3%],0.0538,98.59,84.40,[81.6 - 86.8%],0.0183,93.4,95.30,[93.4 - 96.6%],0.0711,99.85,0.14
CTNIH24,P7_F1,94.90,[92.5 - 96.5%],0.0523,98.64,84.30,[81.6 - 86.7%],0.0184,93.38,95.40,[93.6 - 96.7%],0.0697,99.85,0.16
CTNIH24,SB,81.30,[77.4 - 84.7%],0.1258,92.26,67.90,[64.9 - 70.7%],0.0391,74.2,81.70,[78.3 - 84.6%],0.1600,96.68,0.90
CTNIH24,YSMAA1_1_C6,90.10,[86.9 - 92.6%],0.0804,97.32,78.90,[75.9 - 81.6%],0.0247,89.69,91.00,[88.3 - 93%],0.1031,99.53,0.05
CTNIH24,YSMAA1_2_B7,92.30,[89.4 - 94.4%],0.0681,98,80.40,[77.5 - 83%],0.0229,90.89,92.90,[90.6 - 94.7%],0.0895,99.71,0.26
CTNIH24,YSMAA1_2_G9,91.50,[88.4 - 93.8%],0.0727,97.77,79.60,[76.7 - 82.3%],0.0238,90.29,92.20,[89.7 - 94.1%],0.0948,99.65,0.27
CTNIH24,YSMAA3_1_H1,87.50,[84 - 90.4%],0.0940,96.29,81.10,[78.2 - 83.7%],0.0220,91.41,89.30,[86.5 - 91.6%],0.1140,99.32,0.07
CTNIH24,YSMAA5_1_D11,91.70,[88.8 - 94%],0.0712,97.85,80.20,[77.3 - 82.8%],0.0231,90.75,92.50,[90 - 94.3%],0.0927,99.68,0.07
