,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
KPL2825,CT01,91.20,[88.2 - 93.6%],0.0740,97.7,83.60,[80.8 - 86.1%],0.0192,92.98,92.60,[90.2 - 94.4%],0.0918,99.69,0.03
KPL2825,CTNIH2,88.40,[85 - 91.1%],0.0894,96.68,80.00,[77.1 - 82.7%],0.0233,90.6,89.80,[87 - 92.1%],0.1107,99.39,0.20
KPL2825,CTNIH6,89.00,[85.6 - 91.7%],0.0863,96.91,85.10,[82.4 - 87.4%],0.0175,93.77,91.10,[88.5 - 93.1%],0.1023,99.55,0.15
KPL2825,CTNIH14,91.90,[89 - 94.1%],0.0702,97.9,85.00,[82.3 - 87.4%],0.0176,93.73,93.30,[91 - 95%],0.0866,99.74,0.03
KPL2825,CTNIH24,88.10,[84.6 - 90.9%],0.0910,96.55,80.00,[77.1 - 82.7%],0.0233,90.6,89.60,[86.8 - 91.8%],0.1123,99.36,0.19
KPL2825,CTNIH27,88.30,[84.9 - 91%],0.0900,96.63,85.00,[82.3 - 87.4%],0.0176,93.75,90.50,[87.8 - 92.7%],0.1060,99.48,0.29
KPL2825,EYE_346,92.70,[89.9 - 94.8%],0.0654,98.13,83.90,[81.1 - 86.3%],0.0189,93.15,93.80,[91.6 - 95.4%],0.0831,99.77,0.02
KPL2825,EYE_437,89.50,[86.2 - 92.1%],0.0837,97.1,83.50,[80.7 - 86%],0.0193,92.91,91.20,[88.6 - 93.3%],0.1014,99.56,0.11
KPL2825,FDAARGOS_1055,90.50,[87.3 - 93%],0.0781,97.46,88.10,[85.6 - 90.2%],0.0142,95.09,92.70,[90.3 - 94.5%],0.0912,99.69,0.13
KPL2825,KPL2825,100.00,[100 - 100%],0.0001,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0001,99.99,0.00
KPL2825,KPL3649,91.10,[88 - 93.5%],0.0748,97.66,84.50,[81.8 - 86.9%],0.0182,93.47,92.60,[90.2 - 94.5%],0.0916,99.69,0.07
KPL2825,KPL3804,91.80,[88.8 - 94%],0.0708,97.87,83.80,[81 - 86.2%],0.0190,93.08,93.00,[90.7 - 94.8%],0.0885,99.72,0.08
KPL2825,KPL4035,90.20,[87 - 92.7%],0.0798,97.36,77.60,[74.6 - 80.3%],0.0263,88.5,90.80,[88.2 - 92.9%],0.1040,99.52,0.16
KPL2825,KPL4072,90.50,[87.3 - 92.9%],0.0784,97.45,82.40,[79.5 - 84.9%],0.0206,92.25,91.80,[89.3 - 93.8%],0.0973,99.62,0.12
KPL2825,LK1134,91.70,[88.7 - 93.9%],0.0715,97.83,84.90,[82.2 - 87.3%],0.0177,93.67,93.10,[90.8 - 94.9%],0.0880,99.72,0.07
KPL2825,MSK071,90.60,[87.5 - 93.1%],0.0774,97.5,84.50,[81.7 - 86.9%],0.0182,93.45,92.20,[89.8 - 94.1%],0.0942,99.66,0.08
KPL2825,MSK163,92.30,[89.4 - 94.4%],0.0681,98,83.80,[81 - 86.2%],0.0190,93.07,93.40,[91.1 - 95.1%],0.0859,99.74,0.06
KPL2825,MSK185,92.40,[89.5 - 94.5%],0.0677,98.02,83.10,[80.3 - 85.6%],0.0198,92.68,93.40,[91.1 - 95.1%],0.0861,99.74,0.07
KPL2825,MSK194,92.60,[89.8 - 94.7%],0.0663,98.09,83.70,[80.9 - 86.2%],0.0191,93.05,93.60,[91.4 - 95.3%],0.0841,99.76,0.06
KPL2825,P5_C4,89.60,[86.3 - 92.2%],0.0830,97.15,77.00,[74 - 79.8%],0.0269,87.97,90.30,[87.5 - 92.4%],0.1077,99.45,0.26
KPL2825,P7_C1,90.70,[87.6 - 93.1%],0.0769,97.53,81.00,[78.1 - 83.6%],0.0222,91.32,91.80,[89.3 - 93.8%],0.0974,99.62,0.05
KPL2825,P7_F1,91.00,[87.9 - 93.4%],0.0754,97.62,81.00,[78.1 - 83.6%],0.0222,91.34,92.00,[89.5 - 93.9%],0.0959,99.64,0.03
KPL2825,SB,80.30,[76.4 - 83.7%],0.1307,91.35,67.10,[64.1 - 69.9%],0.0403,72.36,80.60,[77.3 - 83.6%],0.1658,95.96,1.09
KPL2825,YSMAA1_1_C6,89.90,[86.7 - 92.4%],0.0814,97.25,87.00,[84.5 - 89.2%],0.0154,94.68,92.10,[89.6 - 94%],0.0955,99.64,0.15
KPL2825,YSMAA1_2_B7,93.50,[90.8 - 95.4%],0.0611,98.31,88.30,[85.8 - 90.4%],0.0140,95.17,94.90,[92.9 - 96.3%],0.0743,99.83,0.07
KPL2825,YSMAA1_2_G9,90.20,[87 - 92.7%],0.0799,97.35,83.30,[80.5 - 85.8%],0.0196,92.8,91.70,[89.2 - 93.7%],0.0979,99.61,0.07
KPL2825,YSMAA3_1_H1,90.30,[87.1 - 92.8%],0.0792,97.39,83.20,[80.3 - 85.6%],0.0197,92.73,91.80,[89.3 - 93.8%],0.0974,99.62,0.12
KPL2825,YSMAA5_1_D11,91.00,[87.9 - 93.4%],0.0752,97.63,84.00,[81.2 - 86.4%],0.0188,93.19,92.50,[90.1 - 94.3%],0.0926,99.68,0.12
