,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
CTNIH6,CT01,92.30,[89.4 - 94.5%],0.0679,98.01,80.30,[77.4 - 82.9%],0.0230,90.83,92.90,[90.6 - 94.7%],0.0893,99.71,0.18
CTNIH6,CTNIH2,91.50,[88.4 - 93.8%],0.0727,97.77,80.30,[77.3 - 82.9%],0.0231,90.78,92.30,[89.8 - 94.2%],0.0941,99.66,0.05
CTNIH6,CTNIH6,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
CTNIH6,CTNIH14,91.50,[88.4 - 93.8%],0.0728,97.77,82.10,[79.2 - 84.6%],0.0209,92.07,92.50,[90.1 - 94.4%],0.0921,99.68,0.12
CTNIH6,CTNIH24,91.40,[88.4 - 93.7%],0.0731,97.75,80.20,[77.3 - 82.9%],0.0231,90.77,92.20,[89.8 - 94.1%],0.0945,99.65,0.04
CTNIH6,CTNIH27,99.90,[99.8 - 100%],0.0036,99.58,100.00,[100 - 100%],0.0000,98.3,100.00,[99.9 - 100%],0.0036,99.99,0.13
CTNIH6,EYE_346,93.60,[90.9 - 95.5%],0.0605,98.34,81.00,[78.1 - 83.6%],0.0222,91.34,94.00,[91.8 - 95.6%],0.0813,99.78,0.14
CTNIH6,EYE_437,88.50,[85 - 91.2%],0.0891,96.7,80.60,[77.7 - 83.3%],0.0226,91.07,90.00,[87.2 - 92.2%],0.1097,99.41,0.27
CTNIH6,FDAARGOS_1055,89.40,[86 - 92%],0.0843,97.06,85.30,[82.6 - 87.7%],0.0173,93.89,91.40,[88.8 - 93.4%],0.1001,99.58,0.03
CTNIH6,KPL2825,89.00,[85.6 - 91.7%],0.0863,96.91,85.10,[82.4 - 87.4%],0.0175,93.77,91.10,[88.5 - 93.1%],0.1023,99.55,0.15
CTNIH6,KPL3649,93.80,[91.3 - 95.7%],0.0588,98.4,85.80,[83.1 - 88.1%],0.0167,94.11,94.80,[92.9 - 96.3%],0.0746,99.83,0.08
CTNIH6,KPL3804,93.00,[90.2 - 95%],0.0639,98.2,80.80,[77.9 - 83.4%],0.0225,91.16,93.50,[91.3 - 95.2%],0.0849,99.75,0.07
CTNIH6,KPL4035,92.10,[89.2 - 94.3%],0.0692,97.95,78.30,[75.3 - 81%],0.0254,89.17,92.40,[90 - 94.3%],0.0928,99.67,0.01
CTNIH6,KPL4072,94.30,[91.8 - 96%],0.0560,98.51,80.60,[77.7 - 83.3%],0.0226,91.07,94.50,[92.5 - 96%],0.0773,99.81,0.04
CTNIH6,LK1134,93.40,[90.7 - 95.3%],0.0616,98.29,81.90,[79 - 84.4%],0.0212,91.92,94.00,[91.8 - 95.6%],0.0814,99.78,0.23
CTNIH6,MSK071,93.60,[91 - 95.5%],0.0600,98.36,85.80,[83.1 - 88.1%],0.0167,94.11,94.70,[92.7 - 96.2%],0.0757,99.82,0.08
CTNIH6,MSK163,93.60,[91 - 95.5%],0.0600,98.36,80.60,[77.7 - 83.2%],0.0226,91.06,94.00,[91.9 - 95.6%],0.0812,99.78,0.09
CTNIH6,MSK185,91.60,[88.6 - 93.9%],0.0719,97.81,81.60,[78.7 - 84.2%],0.0215,91.76,92.60,[90.2 - 94.4%],0.0918,99.69,0.23
CTNIH6,MSK194,93.20,[90.5 - 95.2%],0.0627,98.25,80.90,[78 - 83.5%],0.0223,91.24,93.70,[91.5 - 95.4%],0.0836,99.76,0.09
CTNIH6,P5_C4,91.60,[88.5 - 93.8%],0.0722,97.79,77.70,[74.7 - 80.4%],0.0261,88.64,91.90,[89.4 - 93.9%],0.0964,99.63,0.11
CTNIH6,P7_C1,93.30,[90.6 - 95.3%],0.0622,98.27,80.70,[77.8 - 83.3%],0.0225,91.12,93.70,[91.5 - 95.4%],0.0833,99.77,0.10
CTNIH6,P7_F1,93.50,[90.9 - 95.4%],0.0608,98.32,80.70,[77.8 - 83.3%],0.0225,91.14,93.90,[91.8 - 95.5%],0.0819,99.78,0.12
CTNIH6,SB,81.90,[78 - 85.2%],0.1227,92.78,66.60,[63.7 - 69.5%],0.0409,71.39,81.90,[78.5 - 84.8%],0.1586,96.83,0.93
CTNIH6,YSMAA1_1_C6,93.60,[91 - 95.5%],0.0603,98.35,82.90,[80.1 - 85.4%],0.0199,92.59,94.30,[92.2 - 95.8%],0.0790,99.8,0.01
CTNIH6,YSMAA1_2_B7,91.30,[88.3 - 93.6%],0.0736,97.72,84.60,[81.8 - 87%],0.0181,93.52,92.80,[90.4 - 94.6%],0.0903,99.7,0.22
CTNIH6,YSMAA1_2_G9,93.00,[90.2 - 95%],0.0639,98.19,82.40,[79.5 - 84.9%],0.0206,92.25,93.70,[91.6 - 95.4%],0.0832,99.77,0.23
CTNIH6,YSMAA3_1_H1,90.50,[87.3 - 92.9%],0.0784,97.45,81.50,[78.6 - 84.1%],0.0216,91.69,91.70,[89.1 - 93.7%],0.0983,99.61,0.03
CTNIH6,YSMAA5_1_D11,93.20,[90.5 - 95.2%],0.0627,98.24,80.70,[77.7 - 83.3%],0.0226,91.08,93.70,[91.4 - 95.3%],0.0839,99.76,0.03
