,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
SB,CT01,80.40,[76.5 - 83.8%],0.1302,91.46,67.30,[64.3 - 70.1%],0.0400,72.83,80.80,[77.4 - 83.8%],0.1650,96.07,1.12
SB,CTNIH2,81.70,[77.8 - 85%],0.1239,92.58,67.90,[64.9 - 70.7%],0.0391,74.12,82.00,[78.6 - 84.9%],0.1582,96.87,0.89
SB,CTNIH6,81.90,[78 - 85.2%],0.1227,92.78,66.60,[63.7 - 69.5%],0.0409,71.39,81.90,[78.5 - 84.8%],0.1586,96.83,0.93
SB,CTNIH14,79.80,[75.9 - 83.2%],0.1334,90.83,67.30,[64.3 - 70.1%],0.0400,72.8,80.20,[76.8 - 83.3%],0.1680,95.64,1.06
SB,CTNIH24,81.30,[77.4 - 84.7%],0.1258,92.26,67.90,[64.9 - 70.7%],0.0391,74.2,81.70,[78.3 - 84.6%],0.1600,96.68,0.90
SB,CTNIH27,81.40,[77.4 - 84.7%],0.1255,92.3,66.70,[63.7 - 69.5%],0.0409,71.41,81.40,[78.1 - 84.4%],0.1613,96.52,0.80
SB,EYE_346,82.10,[78.2 - 85.4%],0.1217,92.94,67.10,[64.1 - 69.9%],0.0403,72.36,82.10,[78.8 - 85.1%],0.1571,96.98,1.07
SB,EYE_437,80.80,[76.8 - 84.2%],0.1285,91.77,68.10,[65.2 - 71%],0.0387,74.69,81.30,[77.9 - 84.2%],0.1623,96.41,1.20
SB,FDAARGOS_1055,79.80,[75.8 - 83.2%],0.1334,90.81,66.90,[64 - 69.8%],0.0405,72.06,80.20,[76.8 - 83.2%],0.1685,95.57,0.96
SB,KPL2825,80.30,[76.4 - 83.7%],0.1307,91.35,67.10,[64.1 - 69.9%],0.0403,72.36,80.60,[77.3 - 83.6%],0.1658,95.96,1.09
SB,KPL3649,80.70,[76.8 - 84.1%],0.1286,91.74,66.70,[63.7 - 69.5%],0.0409,71.47,80.90,[77.5 - 83.9%],0.1643,96.16,1.01
SB,KPL3804,81.10,[77.2 - 84.5%],0.1269,92.06,67.10,[64.1 - 70%],0.0402,72.45,81.30,[77.9 - 84.2%],0.1621,96.44,1.01
SB,KPL4035,80.40,[76.5 - 83.8%],0.1303,91.43,66.90,[64 - 69.8%],0.0405,72.05,80.70,[77.3 - 83.7%],0.1655,96,0.93
SB,KPL4072,81.70,[77.8 - 85.1%],0.1236,92.63,68.20,[65.2 - 71%],0.0387,74.78,82.10,[78.7 - 85%],0.1575,96.94,0.97
SB,LK1134,81.30,[77.4 - 84.7%],0.1259,92.24,67.40,[64.4 - 70.2%],0.0399,73.01,81.50,[78.2 - 84.5%],0.1607,96.59,1.16
SB,MSK071,80.20,[76.3 - 83.7%],0.1312,91.26,66.70,[63.7 - 69.5%],0.0409,71.42,80.50,[77.1 - 83.5%],0.1667,95.83,1.01
SB,MSK163,81.50,[77.6 - 84.9%],0.1248,92.43,67.10,[64.2 - 70%],0.0402,72.49,81.60,[78.3 - 84.6%],0.1600,96.68,1.03
SB,MSK185,82.60,[78.7 - 85.9%],0.1193,93.32,67.10,[64.1 - 69.9%],0.0403,72.36,82.60,[79.2 - 85.4%],0.1548,97.21,1.16
SB,MSK194,81.60,[77.7 - 85%],0.1242,92.53,67.10,[64.1 - 69.9%],0.0403,72.34,81.70,[78.4 - 84.7%],0.1595,96.73,1.02
SB,P5_C4,78.90,[75 - 82.4%],0.1377,89.9,66.80,[63.8 - 69.6%],0.0407,71.68,79.40,[76 - 82.5%],0.1728,94.89,0.83
SB,P7_C1,81.90,[78 - 85.2%],0.1227,92.78,68.00,[65 - 70.9%],0.0389,74.45,82.20,[78.9 - 85.1%],0.1569,97.01,1.04
SB,P7_F1,82.30,[78.4 - 85.6%],0.1210,93.06,68.00,[65 - 70.8%],0.0389,74.4,82.50,[79.2 - 85.4%],0.1552,97.17,1.06
SB,SB,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
SB,YSMAA1_1_C6,78.60,[74.7 - 82.1%],0.1392,89.56,67.30,[64.3 - 70.1%],0.0400,72.85,79.30,[75.8 - 82.3%],0.1736,94.75,0.94
SB,YSMAA1_2_B7,83.10,[79.3 - 86.4%],0.1167,93.71,67.90,[64.9 - 70.7%],0.0391,74.17,83.20,[79.9 - 86%],0.1512,97.53,1.16
SB,YSMAA1_2_G9,82.90,[79 - 86.1%],0.1179,93.53,67.70,[64.7 - 70.5%],0.0394,73.76,82.90,[79.6 - 85.8%],0.1526,97.41,1.16
SB,YSMAA3_1_H1,83.20,[79.4 - 86.5%],0.1161,93.79,67.90,[64.9 - 70.7%],0.0392,74.08,83.30,[80 - 86.1%],0.1507,97.57,0.97
SB,YSMAA5_1_D11,80.70,[76.8 - 84.1%],0.1286,91.75,67.20,[64.2 - 70%],0.0402,72.58,81.00,[77.6 - 84%],0.1636,96.25,0.96
