,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,DDH,Model C.I.,Distance,Prob. DDH >= 70%,
MSK194,CT01,93.80,[91.2 - 95.7%],0.0589,98.4,81.70,[78.8 - 84.3%],0.0213,91.82,94.30,[92.2 - 95.8%],0.0790,99.8,0.09
MSK194,CTNIH2,92.10,[89.2 - 94.3%],0.0691,97.96,80.40,[77.5 - 83%],0.0229,90.88,92.80,[90.4 - 94.6%],0.0904,99.7,0.14
MSK194,CTNIH6,93.20,[90.5 - 95.2%],0.0627,98.25,80.90,[78 - 83.5%],0.0223,91.24,93.70,[91.5 - 95.4%],0.0836,99.76,0.09
MSK194,CTNIH14,90.80,[87.6 - 93.2%],0.0768,97.54,81.20,[78.3 - 83.8%],0.0219,91.47,91.80,[89.3 - 93.8%],0.0970,99.62,0.03
MSK194,CTNIH24,92.00,[89.1 - 94.2%],0.0695,97.93,80.40,[77.4 - 83%],0.0229,90.86,92.70,[90.3 - 94.5%],0.0909,99.7,0.13
MSK194,CTNIH27,92.60,[89.7 - 94.7%],0.0665,98.08,80.80,[77.9 - 83.4%],0.0224,91.21,93.20,[90.9 - 94.9%],0.0874,99.73,0.22
MSK194,EYE_346,99.90,[99.7 - 100%],0.0050,99.57,99.90,[99.8 - 99.9%],0.0003,98.27,100.00,[99.9 - 100%],0.0052,99.98,0.05
MSK194,EYE_437,90.00,[86.7 - 92.5%],0.0812,97.27,80.90,[78 - 83.5%],0.0223,91.23,91.20,[88.6 - 93.2%],0.1017,99.56,0.18
MSK194,FDAARGOS_1055,92.10,[89.1 - 94.3%],0.0693,97.95,83.20,[80.3 - 85.6%],0.0197,92.73,93.20,[90.9 - 94.9%],0.0876,99.73,0.06
MSK194,KPL2825,92.60,[89.8 - 94.7%],0.0663,98.09,83.70,[80.9 - 86.2%],0.0191,93.05,93.60,[91.4 - 95.3%],0.0841,99.76,0.06
MSK194,KPL3649,94.30,[91.9 - 96.1%],0.0556,98.52,85.90,[83.3 - 88.2%],0.0166,94.18,95.20,[93.4 - 96.6%],0.0713,99.85,0.01
MSK194,KPL3804,99.80,[99.6 - 99.9%],0.0068,99.55,99.90,[99.8 - 100%],0.0002,98.27,99.90,[99.9 - 100%],0.0070,99.98,0.02
MSK194,KPL4035,93.60,[91 - 95.5%],0.0600,98.36,78.70,[75.7 - 81.4%],0.0249,89.52,93.70,[91.5 - 95.4%],0.0834,99.76,0.10
MSK194,KPL4072,94.50,[92.1 - 96.2%],0.0544,98.56,81.50,[78.6 - 84%],0.0216,91.65,94.80,[92.8 - 96.2%],0.0749,99.83,0.05
MSK194,LK1134,93.20,[90.5 - 95.2%],0.0626,98.25,80.70,[77.8 - 83.3%],0.0225,91.11,93.70,[91.5 - 95.3%],0.0837,99.76,0.14
MSK194,MSK071,94.30,[91.8 - 96%],0.0562,98.5,85.80,[83.1 - 88.1%],0.0168,94.1,95.10,[93.3 - 96.5%],0.0720,99.84,0.01
MSK194,MSK163,99.80,[99.6 - 99.9%],0.0064,99.55,99.80,[99.6 - 99.9%],0.0005,98.23,99.90,[99.9 - 100%],0.0070,99.98,0.00
MSK194,MSK185,93.60,[91 - 95.5%],0.0600,98.36,80.00,[77.1 - 82.7%],0.0233,90.6,93.90,[91.8 - 95.5%],0.0819,99.78,0.14
MSK194,MSK194,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
MSK194,P5_C4,92.40,[89.5 - 94.5%],0.0676,98.03,78.10,[75.1 - 80.8%],0.0256,88.98,92.60,[90.2 - 94.5%],0.0915,99.69,0.20
MSK194,P7_C1,94.60,[92.2 - 96.3%],0.0540,98.58,81.30,[78.4 - 83.8%],0.0219,91.51,94.80,[92.9 - 96.3%],0.0747,99.83,0.01
MSK194,P7_F1,94.80,[92.5 - 96.5%],0.0524,98.63,81.30,[78.4 - 83.9%],0.0218,91.53,95.00,[93.1 - 96.4%],0.0731,99.84,0.03
MSK194,SB,81.60,[77.7 - 85%],0.1242,92.53,67.10,[64.1 - 69.9%],0.0403,72.34,81.70,[78.4 - 84.7%],0.1595,96.73,1.02
MSK194,YSMAA1_1_C6,91.00,[87.8 - 93.3%],0.0757,97.61,80.70,[77.8 - 83.4%],0.0225,91.14,91.90,[89.4 - 93.9%],0.0964,99.63,0.08
MSK194,YSMAA1_2_B7,95.10,[92.8 - 96.6%],0.0511,98.68,86.60,[84 - 88.8%],0.0159,94.48,95.80,[94.1 - 97.1%],0.0661,99.87,0.13
MSK194,YSMAA1_2_G9,91.40,[88.4 - 93.7%],0.0731,97.75,81.40,[78.5 - 84%],0.0217,91.61,92.40,[90 - 94.3%],0.0932,99.67,0.14
MSK194,YSMAA3_1_H1,95.90,[93.8 - 97.3%],0.0453,98.85,95.10,[93.5 - 96.3%],0.0065,97.22,97.30,[96 - 98.2%],0.0516,99.92,0.06
MSK194,YSMAA5_1_D11,99.80,[99.6 - 99.9%],0.0062,99.56,99.60,[99.4 - 99.8%],0.0008,98.2,99.90,[99.9 - 100%],0.0070,99.98,0.06
